SOURCE_ID,ORIGINAL_SOURCE_PATH,ORIGINAL_RELATIVE_PATH,DESTINATION_RELATIVE_PATH,FILENAME,FILE_TYPE,FILE_SIZE_BYTES,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,SOURCE_CATEGORY,SOURCE_AUTHORITY,AUTHORITY_STATUS,ORIGINAL_OR_GENERATED,CURRENT_OR_HISTORICAL,SENSITIVE_DATA_STATUS,DUPLICATE_GROUP_ID,CANONICAL_FILE_INDICATOR,MIGRATION_TIMESTAMP_UTC,NOTES
CIT-SRC-00001,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\802M_CV.zip,CFIC_Cash_Values/802M_CV.zip,source/original/cash_values/802M_CV.zip,802M_CV.zip,.zip,156726624,744266039d4bfbdccfc531e7074b67797ea348621e75151163d9debaa86b954e,744266039d4bfbdccfc531e7074b67797ea348621e75151163d9debaa86b954e,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:36Z,Approved COPY per Stage 2B decisions
CIT-SRC-00002,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\802W_CV.zip,CFIC_Cash_Values/802W_CV.zip,source/original/cash_values/802W_CV.zip,802W_CV.zip,.zip,77054136,637fa4df55cc6755f6e20f7cd6006e7030ee5b01278daeed6b5e777c7e8e06b5,637fa4df55cc6755f6e20f7cd6006e7030ee5b01278daeed6b5e777c7e8e06b5,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:37Z,Approved COPY per Stage 2B decisions
CIT-SRC-00003,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABFN_CV.zip,CFIC_Cash_Values/ABFN_CV.zip,source/original/cash_values/ABFN_CV.zip,ABFN_CV.zip,.zip,170804111,b0584c8fdc53e911c1da8cb1e05ad0ee6567832de7cb843f178c59083b7ac770,b0584c8fdc53e911c1da8cb1e05ad0ee6567832de7cb843f178c59083b7ac770,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:38Z,Approved COPY per Stage 2B decisions
CIT-SRC-00004,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABFS_CV.zip,CFIC_Cash_Values/ABFS_CV.zip,source/original/cash_values/ABFS_CV.zip,ABFS_CV.zip,.zip,227656627,0d4dd8201e99d83aef55a58e8a6446967167c78e747b6003c471be0adcc3a62a,0d4dd8201e99d83aef55a58e8a6446967167c78e747b6003c471be0adcc3a62a,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:40Z,Approved COPY per Stage 2B decisions
CIT-SRC-00005,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABMN_CV.zip,CFIC_Cash_Values/ABMN_CV.zip,source/original/cash_values/ABMN_CV.zip,ABMN_CV.zip,.zip,171168193,9237706ee7da478062dcfb88a29ce3b9a2e17839016c0402a5505793c385a19f,9237706ee7da478062dcfb88a29ce3b9a2e17839016c0402a5505793c385a19f,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:43Z,Approved COPY per Stage 2B decisions
CIT-SRC-00006,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\ABMS_CV.zip,CFIC_Cash_Values/ABMS_CV.zip,source/original/cash_values/ABMS_CV.zip,ABMS_CV.zip,.zip,228707250,c3daf3e58f366bea146403b4024c9471e3d5581b030dd24e69a0c1310c305b54,c3daf3e58f366bea146403b4024c9471e3d5581b030dd24e69a0c1310c305b54,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:45Z,Approved COPY per Stage 2B decisions
CIT-SRC-00007,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\MultipleCashValueFiles.zip,CFIC_Cash_Values/MultipleCashValueFiles.zip,quarantine/duplicate_review/MultipleCashValueFiles.zip,MultipleCashValueFiles.zip,.zip,278330287,111d1041f2db37773f62e5b5c3ba5584a2797ac4fc4143f710117fa29c24506e,111d1041f2db37773f62e5b5c3ba5584a2797ac4fc4143f710117fa29c24506e,Y,Archive files,client,QUARANTINED,original,current,N,,N,2026-07-12T14:56:48Z,Approved COPY_TO_QUARANTINE per Stage 2B decisions
CIT-SRC-00008,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7FN_CV.zip,CFIC_Cash_Values/P7FN_CV.zip,source/original/cash_values/P7FN_CV.zip,P7FN_CV.zip,.zip,140924178,ad0f2420cffcc6ca21a70212c5ddb64421d498e834aa7ce51f2d946c9112116e,ad0f2420cffcc6ca21a70212c5ddb64421d498e834aa7ce51f2d946c9112116e,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:51Z,Approved COPY per Stage 2B decisions
CIT-SRC-00009,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7FS_CV.zip,CFIC_Cash_Values/P7FS_CV.zip,source/original/cash_values/P7FS_CV.zip,P7FS_CV.zip,.zip,197924925,733653d3543da1bb114ae107990a3bec3980f96d00f734e72a506c570a7651eb,733653d3543da1bb114ae107990a3bec3980f96d00f734e72a506c570a7651eb,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:53Z,Approved COPY per Stage 2B decisions
CIT-SRC-00010,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7MN_CV.zip,CFIC_Cash_Values/P7MN_CV.zip,source/original/cash_values/P7MN_CV.zip,P7MN_CV.zip,.zip,138585368,7decc07d3cfe0dbd3f8b79b7359a553af5cac67cb4a7e3cae623241a2de12309,7decc07d3cfe0dbd3f8b79b7359a553af5cac67cb4a7e3cae623241a2de12309,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:55Z,Approved COPY per Stage 2B decisions
CIT-SRC-00011,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\P7MS_CV.zip,CFIC_Cash_Values/P7MS_CV.zip,source/original/cash_values/P7MS_CV.zip,P7MS_CV.zip,.zip,198471450,6516e2be0dc5359e01156aee3a448415e6adcd748a6c4a7f2ff52a1e2e80378a,6516e2be0dc5359e01156aee3a448415e6adcd748a6c4a7f2ff52a1e2e80378a,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:57Z,Approved COPY per Stage 2B decisions
CIT-SRC-00012,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\PLP6_CV.zip,CFIC_Cash_Values/PLP6_CV.zip,source/original/cash_values/PLP6_CV.zip,PLP6_CV.zip,.zip,87356407,8bd94ba784e4d092fcee0096c35ffbbb5af762d88dc6cd235a3fefc8124b3bf1,8bd94ba784e4d092fcee0096c35ffbbb5af762d88dc6cd235a3fefc8124b3bf1,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:56:59Z,Approved COPY per Stage 2B decisions
CIT-SRC-00013,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\PLP_CV.zip,CFIC_Cash_Values/PLP_CV.zip,source/original/cash_values/PLP_CV.zip,PLP_CV.zip,.zip,248861719,e285e17d1e3e93f1c6094e6ca8fcbc16dcd0c1f859dac4d042586c70acf0b028,e285e17d1e3e93f1c6094e6ca8fcbc16dcd0c1f859dac4d042586c70acf0b028,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:57:00Z,Approved COPY per Stage 2B decisions
CIT-SRC-00014,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\R28G_CV.zip,CFIC_Cash_Values/R28G_CV.zip,source/original/cash_values/R28G_CV.zip,R28G_CV.zip,.zip,115058169,c9622d33ffb7fe611ba13604d119490a41fefa5df7aca0c4862db8a6eebe678f,c9622d33ffb7fe611ba13604d119490a41fefa5df7aca0c4862db8a6eebe678f,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:57:04Z,Approved COPY per Stage 2B decisions
CIT-SRC-00015,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\R68G_CV.zip,CFIC_Cash_Values/R68G_CV.zip,source/original/cash_values/R68G_CV.zip,R68G_CV.zip,.zip,102441586,61178218cce623c06b150b65b44dd56147235499a347e09567136ae8e964347e,61178218cce623c06b150b65b44dd56147235499a347e09567136ae8e964347e,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:57:05Z,Approved COPY per Stage 2B decisions
CIT-SRC-00016,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\CFIC_Cash_Values\RW8_CV.zip,CFIC_Cash_Values/RW8_CV.zip,source/original/cash_values/RW8_CV.zip,RW8_CV.zip,.zip,238171788,3752d89b3b5137fbfb93730f00d1848087e4ad479e2ddd0847471620c98ff5c5,3752d89b3b5137fbfb93730f00d1848087e4ad479e2ddd0847471620c98ff5c5,Y,Rate files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:57:07Z,Approved COPY per Stage 2B decisions
CIT-SRC-00017,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\cfic_paths.py,cfic_paths.py,conversion/orchestration/legacy_cfic_paths.py,cfic_paths.py,.py,1414,60fcc4ce7b33812be4f32be5dfb08905252f6968aa0db25fef6da77e5ebaf3ed,60fcc4ce7b33812be4f32be5dfb08905252f6968aa0db25fef6da77e5ebaf3ed,Y,Configuration files,derived,UNKNOWN,generated,current,N,,N,2026-07-12T14:57:10Z,Approved COPY_AND_RENAME per Stage 2B decisions
CIT-SRC-00018,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Citizens_Plan_Crosswak.xlsx,Citizens_Plan_Crosswak.xlsx,mappings/working/plans/Citizens_Plan_Crosswalk.xlsx,Citizens_Plan_Crosswak.xlsx,.xlsx,13012,b5e932c677565067d0f0878b47de117ce6cbfa0a192546b49e2cfa7a26d1eaba,b5e932c677565067d0f0878b47de117ce6cbfa0a192546b49e2cfa7a26d1eaba,Y,Crosswalks,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:57:10Z,Approved COPY_AND_RENAME per Stage 2B decisions
CIT-SRC-00019,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Citizens_Plan_Rate_Requirements_Catalog.xlsx,Citizens_Plan_Rate_Requirements_Catalog.xlsx,mappings/working/rate_types/Citizens_Plan_Rate_Requirements_Catalog.xlsx,Citizens_Plan_Rate_Requirements_Catalog.xlsx,.xlsx,51247,cd35d572fce3d17c8cde1faa9c2ece973e33e0b302c2a0cb6a3e0eaa05ddc997,cd35d572fce3d17c8cde1faa9c2ece973e33e0b302c2a0cb6a3e0eaa05ddc997,Y,Mapping files,client,PENDING_REVIEW,original,current,N,,N,2026-07-12T14:57:10Z,Approved COPY per Stage 2B decisions
CIT-SRC-00020,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_build_plan_rate_inventory.py,docs/_build_plan_rate_inventory.py,tools/inventory/legacy__build_plan_rate_inventory.py,_build_plan_rate_inventory.py,.py,18484,3ab8a392528d1b8497be627279466aa9f82985d9e4fd49689707b50506e028a0,3ab8a392528d1b8497be627279466aa9f82985d9e4fd49689707b50506e028a0,Y,Scripts,derived,UNKNOWN,generated,current,N,,N,2026-07-12T14:57:10Z,Approved COPY_AND_RENAME per Stage 2B decisions
CIT-SRC-00021,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BW_PlanCode_Rates_full.txt,docs/_ocr_extract/BW_PlanCode_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_full.txt,BW_PlanCode_Rates_full.txt,.txt,862,9b0ad7908bdf61dcd3c1ba71a38b3bfcfc716b07bfe42a920d3cf6b1b696f205,9b0ad7908bdf61dcd3c1ba71a38b3bfcfc716b07bfe42a920d3cf6b1b696f205,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00022,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BW_PlanCode_Rates_p1.png,docs/_ocr_extract/BW_PlanCode_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p1.png,BW_PlanCode_Rates_p1.png,.png,25195,ec87525574ef14165520bb40d867621bbdaf1f33c8e5950c5328543414528211,ec87525574ef14165520bb40d867621bbdaf1f33c8e5950c5328543414528211,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00023,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BW_PlanCode_Rates_p1.txt,docs/_ocr_extract/BW_PlanCode_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p1.txt,BW_PlanCode_Rates_p1.txt,.txt,102,9f1535dc848185183c57a799ce8918275b51a0c73eb5958ee1eb03999823ce45,9f1535dc848185183c57a799ce8918275b51a0c73eb5958ee1eb03999823ce45,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00024,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BW_PlanCode_Rates_p2.png,docs/_ocr_extract/BW_PlanCode_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p2.png,BW_PlanCode_Rates_p2.png,.png,274466,766ce2fcb17b907d778ac771f792a8e5686850840bfec1c87f517058abe57562,766ce2fcb17b907d778ac771f792a8e5686850840bfec1c87f517058abe57562,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00025,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BW_PlanCode_Rates_p2.txt,docs/_ocr_extract/BW_PlanCode_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/BW_PlanCode_Rates_p2.txt,BW_PlanCode_Rates_p2.txt,.txt,756,526a3d7a49aa0f2e99160fda89118ce68c5969e0c1ced145a3534dcf3d4717f5,526a3d7a49aa0f2e99160fda89118ce68c5969e0c1ced145a3534dcf3d4717f5,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00026,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BWB_971_PlanCode_Rates_full.txt,docs/_ocr_extract/BWB_971_PlanCode_Rates_full.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_full.txt,BWB_971_PlanCode_Rates_full.txt,.txt,4440,45714a23ba1ae56a77cd8c9e997969ebcf4b905f17324645a49b8979c79a5c98,45714a23ba1ae56a77cd8c9e997969ebcf4b905f17324645a49b8979c79a5c98,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00027,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BWB_971_PlanCode_Rates_p1.png,docs/_ocr_extract/BWB_971_PlanCode_Rates_p1.png,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p1.png,BWB_971_PlanCode_Rates_p1.png,.png,70720,8081c81d01aa45387c52e3cd944a7eb2671dbdde67fdca1319bb84a2d2aefe84,8081c81d01aa45387c52e3cd944a7eb2671dbdde67fdca1319bb84a2d2aefe84,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00028,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BWB_971_PlanCode_Rates_p1.txt,docs/_ocr_extract/BWB_971_PlanCode_Rates_p1.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p1.txt,BWB_971_PlanCode_Rates_p1.txt,.txt,374,cb1ef9375166b08936465e8e20812df5a3db82913b20938b95bab2f7afdc0cfb,cb1ef9375166b08936465e8e20812df5a3db82913b20938b95bab2f7afdc0cfb,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00029,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BWB_971_PlanCode_Rates_p2.png,docs/_ocr_extract/BWB_971_PlanCode_Rates_p2.png,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p2.png,BWB_971_PlanCode_Rates_p2.png,.png,465338,d2ec9c388caf34859dfaae263cf53eabda97fda135309563d2afa28b7bbd5fc8,d2ec9c388caf34859dfaae263cf53eabda97fda135309563d2afa28b7bbd5fc8,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00030,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BWB_971_PlanCode_Rates_p2.txt,docs/_ocr_extract/BWB_971_PlanCode_Rates_p2.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p2.txt,BWB_971_PlanCode_Rates_p2.txt,.txt,2408,61ce92a8c0024ecdace83b890ed8696b99dc7d57808ef365a1d21b556542591b,61ce92a8c0024ecdace83b890ed8696b99dc7d57808ef365a1d21b556542591b,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00031,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BWB_971_PlanCode_Rates_p3.png,docs/_ocr_extract/BWB_971_PlanCode_Rates_p3.png,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p3.png,BWB_971_PlanCode_Rates_p3.png,.png,282465,7ebdd153d4681990aa711c5cb4f1e3ab467a21da87f175e232539d42e2b55816,7ebdd153d4681990aa711c5cb4f1e3ab467a21da87f175e232539d42e2b55816,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00032,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\BWB_971_PlanCode_Rates_p3.txt,docs/_ocr_extract/BWB_971_PlanCode_Rates_p3.txt,archive/legacy_cfic_rates/ocr_extract/BWB_971_PlanCode_Rates_p3.txt,BWB_971_PlanCode_Rates_p3.txt,.txt,1650,45eabea07acf9f08cdec2e4010fe98207a1f4ec5dfba7e2d8faa7b34b78b34b6,45eabea07acf9f08cdec2e4010fe98207a1f4ec5dfba7e2d8faa7b34b78b34b6,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00033,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_full.txt,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_full.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_full.txt,CurrentNewBusiness_PlanCodes_Rates SheetsHold_full.txt,.txt,24948,6e86d452167319b3df587fb9ecf7860e4f96d26db34fcf6d03cff1f37dc9d322,6e86d452167319b3df587fb9ecf7860e4f96d26db34fcf6d03cff1f37dc9d322,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00034,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.png,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.png,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.png,.png,2320641,d10f22389b984867e84f244a1566928f3a188baca314ece25af9449541459897,d10f22389b984867e84f244a1566928f3a188baca314ece25af9449541459897,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00035,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.txt,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.txt,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p1.txt,.txt,2080,13189cb5e283579dabe9d3901987f4171be8d39f1d130a9d14d4faf6e8f56d0c,13189cb5e283579dabe9d3901987f4171be8d39f1d130a9d14d4faf6e8f56d0c,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00036,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.png,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.png,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.png,.png,448823,135b858865e98360455266faad2ea9bf3ace29712b509555d31b86c2ab8a8331,135b858865e98360455266faad2ea9bf3ace29712b509555d31b86c2ab8a8331,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00037,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.txt,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.txt,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p10.txt,.txt,1801,d8efcbaf348e575aa95fddf0e2d5f4a74038ced9a998dd167f1ab09eaa9b08ed,d8efcbaf348e575aa95fddf0e2d5f4a74038ced9a998dd167f1ab09eaa9b08ed,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00038,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.png,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.png,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.png,.png,442236,053a40e6e7a9940f179e0e8d7d2234ba57f29bc44b57a435d8e9713f1a909579,053a40e6e7a9940f179e0e8d7d2234ba57f29bc44b57a435d8e9713f1a909579,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00039,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.txt,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.txt,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p11.txt,.txt,1747,e9ebf84f86a61a5eea3d84c744f9ad60c6aff0e26d96c9c3c6a8516a8c3ceb2f,e9ebf84f86a61a5eea3d84c744f9ad60c6aff0e26d96c9c3c6a8516a8c3ceb2f,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00040,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.png,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.png,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.png,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.png,.png,378333,d078bcab489256666b55328e50de2fa4c51cc584734c80ed2873406e523c5d92,d078bcab489256666b55328e50de2fa4c51cc584734c80ed2873406e523c5d92,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
CIT-SRC-00041,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\docs\_ocr_extract\CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.txt,docs/_ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.txt,archive/legacy_cfic_rates/ocr_extract/CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.txt,CurrentNewBusiness_PlanCodes_Rates SheetsHold_p12.txt,.txt,1767,99dd1bc93f47e36f62f995621743dfed64ff42d330e5cf20b7c97ff1e266627b,99dd1bc93f47e36f62f995621743dfed64ff42d330e5cf20b7c97ff1e266627b,Y,Generated output,derived,HISTORICAL_PENDING_REVIEW,generated,historical,N,,N,2026-07-12T14:57:10Z,Approved COPY_TO_ARCHIVE per Stage 2B decisions
