PLAN,AGE,CNTL,CV0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
1L10SR,68,01,226.00,262.00,296.00,331.00,365.00,399.00,432.00,464.00,496.00,526.00,F,ST,01,0000,00,19000101
1L10SR,68,02,555.00,584.00,612.00,641.00,670.00,702.00,737.00,778.00,829.00,897.00,F,ST,01,0000,00,19000101
1L10SR,68,03,912.00,927.00,941.00,,,,,,,,F,ST,01,0000,00,19000101
1L10SR,68,00,,,,25.00,11.00,47.00,83.00,120.00,156.00,192.00,F,PR,01,0000,00,19000101
1L10SR,68,01,228.00,263.00,298.00,333.00,367.00,401.00,434.00,467.00,498.00,528.00,F,PR,01,0000,00,19000101
1L10SR,68,02,557.00,586.00,614.00,643.00,672.00,703.00,738.00,779.00,829.00,897.00,F,PR,01,0000,00,19000101
1L10SR,68,03,912.00,927.00,941.00,,,,,,,,F,PR,01,0000,00,19000101
1L10SR,68,00,,,,25.00,11.00,47.00,83.00,119.00,155.00,190.00,F,SM,01,0000,00,19000101
1L10SR,68,01,225.00,259.00,293.00,326.00,359.00,392.00,424.00,455.00,485.00,514.00,F,SM,01,0000,00,19000101
1L10SR,68,02,543.00,570.00,598.00,626.00,656.00,688.00,725.00,768.00,823.00,897.00,F,SM,01,0000,00,19000101
1L10SR,68,03,912.00,927.00,941.00,,,,,,,,F,SM,01,0000,00,19000101
1L10SR,68,00,,,,22.00,15.00,53.00,90.00,126.00,162.00,197.00,M,ST,01,0000,00,19000101
1L10SR,68,01,230.00,263.00,296.00,327.00,359.00,389.00,420.00,449.00,477.00,504.00,M,ST,01,0000,00,19000101
1L10SR,68,02,530.00,556.00,582.00,609.00,637.00,669.00,707.00,753.00,814.00,898.00,M,ST,01,0000,00,19000101
1L10SR,68,03,912.00,927.00,941.00,,,,,,,,M,ST,01,0000,00,19000101
1L10SR,68,00,,,,21.00,17.00,55.00,93.00,130.00,167.00,202.00,M,PR,01,0000,00,19000101
1L10SR,68,01,237.00,271.00,304.00,336.00,368.00,400.00,430.00,460.00,489.00,516.00,M,PR,01,0000,00,19000101
1L10SR,68,02,542.00,568.00,593.00,620.00,647.00,679.00,715.00,759.00,817.00,898.00,M,PR,01,0000,00,19000101
1L10SR,68,03,912.00,927.00,941.00,,,,,,,,M,PR,01,0000,00,19000101
1L10SR,68,00,,,,22.00,16.00,53.00,89.00,125.00,159.00,193.00,M,SM,01,0000,00,19000101
1L10SR,68,01,225.00,256.00,286.00,315.00,344.00,372.00,399.00,426.00,451.00,476.00,M,SM,01,0000,00,19000101
1L10SR,68,02,500.00,524.00,549.00,575.00,604.00,638.00,679.00,731.00,800.00,898.00,M,SM,01,0000,00,19000101
1L10SR,68,03,912.00,927.00,941.00,,,,,,,,M,SM,01,0000,00,19000101
1L10SR,69,00,,,,23.00,14.00,51.00,89.00,127.00,164.00,201.00,F,ST,01,0000,00,19000101
1L10SR,69,01,237.00,273.00,309.00,344.00,379.00,413.00,447.00,479.00,510.00,541.00,F,ST,01,0000,00,19000101
1L10SR,69,02,570.00,599.00,629.00,660.00,692.00,729.00,772.00,825.00,897.00,912.00,F,ST,01,0000,00,19000101
1L10SR,69,03,927.00,941.00,,,,,,,,,F,ST,01,0000,00,19000101
1L10SR,69,00,,,,23.00,14.00,52.00,90.00,128.00,165.00,202.00,F,PR,01,0000,00,19000101
1L10SR,69,01,238.00,275.00,310.00,346.00,381.00,415.00,449.00,481.00,512.00,543.00,F,PR,01,0000,00,19000101
1L10SR,69,02,572.00,601.00,631.00,661.00,694.00,730.00,773.00,826.00,897.00,912.00,F,PR,01,0000,00,19000101
1L10SR,69,03,927.00,941.00,,,,,,,,,F,PR,01,0000,00,19000101
1L10SR,69,00,,,,23.00,14.00,52.00,89.00,126.00,163.00,199.00,F,SM,01,0000,00,19000101
1L10SR,69,01,234.00,269.00,303.00,337.00,371.00,404.00,437.00,468.00,498.00,527.00,F,SM,01,0000,00,19000101
1L10SR,69,02,556.00,585.00,614.00,645.00,679.00,717.00,762.00,820.00,897.00,912.00,F,SM,01,0000,00,19000101
1L10SR,69,03,927.00,941.00,,,,,,,,,F,SM,01,0000,00,19000101
1L10SR,69,00,,,,21.00,18.00,56.00,94.00,131.00,167.00,202.00,M,ST,01,0000,00,19000101
1L10SR,69,01,236.00,270.00,303.00,335.00,367.00,398.00,429.00,458.00,486.00,513.00,M,ST,01,0000,00,19000101
1L10SR,69,02,540.00,567.00,595.00,624.00,658.00,697.00,746.00,809.00,898.00,912.00,M,ST,01,0000,00,19000101
1L10SR,69,03,927.00,941.00,,,,,,,,,M,ST,01,0000,00,19000101
1L10SR,69,00,,,,20.00,20.00,59.00,98.00,136.00,173.00,208.00,M,PR,01,0000,00,19000101
1L10SR,69,01,244.00,278.00,312.00,345.00,377.00,409.00,440.00,470.00,498.00,525.00,M,PR,01,0000,00,19000101
1L10SR,69,02,552.00,578.00,606.00,635.00,667.00,705.00,752.00,813.00,898.00,912.00,M,PR,01,0000,00,19000101
1L10SR,69,03,927.00,941.00,,,,,,,,,M,PR,01,0000,00,19000101
1L10SR,69,00,,,,21.00,18.00,56.00,93.00,129.00,163.00,196.00,M,SM,01,0000,00,19000101
1L10SR,69,01,228.00,259.00,290.00,319.00,349.00,377.00,405.00,431.00,457.00,482.00,M,SM,01,0000,00,19000101
1L10SR,69,02,507.00,533.00,560.00,590.00,625.00,668.00,722.00,795.00,898.00,912.00,M,SM,01,0000,00,19000101
1L10SR,69,03,927.00,941.00,,,,,,,,,M,SM,01,0000,00,19000101
1L10SR,70,00,,,,21.00,18.00,57.00,96.00,134.00,172.00,210.00,F,ST,01,0000,00,19000101
1L10SR,70,01,247.00,284.00,321.00,357.00,393.00,427.00,461.00,493.00,524.00,555.00,F,ST,01,0000,00,19000101
1L10SR,70,02,586.00,616.00,648.00,682.00,721.00,765.00,822.00,897.00,912.00,927.00,F,ST,01,0000,00,19000101
1L10SR,70,03,941.00,,,,,,,,,,F,ST,01,0000,00,19000101
1L10SR,70,00,,,,21.00,18.00,57.00,96.00,135.00,173.00,211.00,F,PR,01,0000,00,19000101
1L10SR,70,01,249.00,286.00,323.00,359.00,395.00,429.00,463.00,495.00,527.00,557.00,F,PR,01,0000,00,19000101
1L10SR,70,02,588.00,618.00,650.00,684.00,722.00,767.00,822.00,897.00,912.00,927.00,F,PR,01,0000,00,19000101
1L10SR,70,03,941.00,,,,,,,,,,F,PR,01,0000,00,19000101
1L10SR,70,00,,,,21.00,18.00,57.00,95.00,133.00,170.00,207.00,F,SM,01,0000,00,19000101
1L10SR,70,01,243.00,278.00,314.00,349.00,383.00,417.00,449.00,480.00,511.00,540.00,F,SM,01,0000,00,19000101
1L10SR,70,02,570.00,601.00,633.00,668.00,708.00,755.00,816.00,897.00,912.00,927.00,F,SM,01,0000,00,19000101
1L10SR,70,03,941.00,,,,,,,,,,F,SM,01,0000,00,19000101
1L10SR,70,00,,,,19.00,21.00,60.00,98.00,136.00,172.00,207.00,M,ST,01,0000,00,19000101
1L10SR,70,01,242.00,276.00,310.00,343.00,376.00,407.00,438.00,467.00,495.00,523.00,M,ST,01,0000,00,19000101
1L10SR,70,02,551.00,580.00,611.00,646.00,687.00,738.00,805.00,898.00,912.00,927.00,M,ST,01,0000,00,19000101
1L10SR,70,03,941.00,,,,,,,,,,M,ST,01,0000,00,19000101
1L10SR,70,00,,,,18.00,22.00,63.00,102.00,140.00,178.00,214.00,M,PR,01,0000,00,19000101
1L10SR,70,01,250.00,285.00,319.00,353.00,386.00,418.00,449.00,478.00,507.00,535.00,M,PR,01,0000,00,19000101
1L10SR,70,02,562.00,591.00,621.00,655.00,695.00,744.00,808.00,898.00,912.00,927.00,M,PR,01,0000,00,19000101
1L10SR,70,03,941.00,,,,,,,,,,M,PR,01,0000,00,19000101
1L10SR,70,00,,,,20.00,20.00,58.00,95.00,131.00,166.00,199.00,M,SM,01,0000,00,19000101
1L10SR,70,01,231.00,263.00,294.00,324.00,354.00,382.00,410.00,436.00,462.00,488.00,M,SM,01,0000,00,19000101
1L10SR,70,02,515.00,544.00,575.00,612.00,657.00,714.00,790.00,898.00,912.00,927.00,M,SM,01,0000,00,19000101
1L10SR,70,03,941.00,,,,,,,,,,M,SM,01,0000,00,19000101
1L10SR,71,00,,,,19.00,21.00,62.00,102.00,141.00,180.00,219.00,F,ST,01,0000,00,19000101
1L10SR,71,01,257.00,295.00,333.00,370.00,406.00,441.00,474.00,507.00,539.00,571.00,F,ST,01,0000,00,19000101
1L10SR,71,02,603.00,636.00,671.00,711.00,758.00,817.00,897.00,912.00,927.00,941.00,F,ST,01,0000,00,19000101
1L10SR,71,00,,,,19.00,22.00,62.00,102.00,142.00,181.00,220.00,F,PR,01,0000,00,19000101
1L10SR,71,01,259.00,297.00,335.00,372.00,408.00,443.00,476.00,509.00,541.00,572.00,F,PR,01,0000,00,19000101
1L10SR,71,02,604.00,638.00,673.00,713.00,760.00,818.00,897.00,912.00,927.00,941.00,F,PR,01,0000,00,19000101
1L10SR,71,00,,,,19.00,21.00,61.00,100.00,139.00,177.00,214.00,F,SM,01,0000,00,19000101
1L10SR,71,01,251.00,288.00,324.00,360.00,395.00,428.00,461.00,492.00,523.00,555.00,F,SM,01,0000,00,19000101
1L10SR,71,02,586.00,620.00,657.00,698.00,748.00,811.00,897.00,912.00,927.00,941.00,F,SM,01,0000,00,19000101
1L10SR,71,00,,,,18.00,23.00,63.00,101.00,139.00,176.00,212.00,M,ST,01,0000,00,19000101
1L10SR,71,01,248.00,283.00,317.00,351.00,384.00,415.00,446.00,475.00,504.00,534.00,M,ST,01,0000,00,19000101
1L10SR,71,02,564.00,596.00,633.00,676.00,729.00,799.00,898.00,912.00,927.00,941.00,M,ST,01,0000,00,19000101
1L10SR,71,00,,,,17.00,25.00,66.00,106.00,145.00,182.00,220.00,M,PR,01,0000,00,19000101
1L10SR,71,01,256.00,292.00,327.00,362.00,395.00,427.00,458.00,487.00,516.00,545.00,M,PR,01,0000,00,19000101
1L10SR,71,02,575.00,607.00,642.00,684.00,736.00,803.00,898.00,912.00,927.00,941.00,M,PR,01,0000,00,19000101
1L10SR,71,00,,,,19.00,21.00,60.00,97.00,133.00,168.00,201.00,M,SM,01,0000,00,19000101
1L10SR,71,01,234.00,266.00,298.00,328.00,358.00,387.00,414.00,441.00,469.00,497.00,M,SM,01,0000,00,19000101
1L10SR,71,02,526.00,559.00,598.00,644.00,704.00,784.00,898.00,912.00,927.00,941.00,M,SM,01,0000,00,19000101
1L10SR,72,00,,,,17.00,25.00,66.00,107.00,148.00,188.00,228.00,F,ST,01,0000,00,19000101
1L10SR,72,01,268.00,307.00,345.00,382.00,419.00,454.00,488.00,521.00,554.00,587.00,F,ST,01,0000,00,19000101
1L10SR,72,02,622.00,659.00,701.00,751.00,813.00,897.00,912.00,927.00,941.00,,F,ST,01,0000,00,19000101
1L10SR,72,00,,,,17.00,25.00,67.00,108.00,149.00,189.00,230.00,F,PR,01,0000,00,19000101
1L10SR,72,01,269.00,308.00,347.00,384.00,421.00,456.00,490.00,523.00,556.00,589.00,F,PR,01,0000,00,19000101
1L10SR,72,02,624.00,661.00,703.00,752.00,814.00,897.00,912.00,927.00,941.00,,F,PR,01,0000,00,19000101
1L10SR,72,00,,,,18.00,24.00,65.00,105.00,144.00,183.00,222.00,F,SM,01,0000,00,19000101
1L10SR,72,01,260.00,298.00,335.00,371.00,406.00,440.00,473.00,505.00,537.00,571.00,F,SM,01,0000,00,19000101
1L10SR,72,02,606.00,644.00,688.00,740.00,806.00,897.00,912.00,927.00,941.00,,F,SM,01,0000,00,19000101
1L10SR,72,00,,,,17.00,24.00,65.00,104.00,143.00,180.00,217.00,M,ST,01,0000,00,19000101
1L10SR,72,01,254.00,290.00,325.00,359.00,392.00,424.00,454.00,484.00,515.00,546.00,M,ST,01,0000,00,19000101
1L10SR,72,02,580.00,619.00,664.00,720.00,794.00,898.00,912.00,927.00,941.00,,M,ST,01,0000,00,19000101
1L10SR,72,00,,,,16.00,27.00,68.00,109.00,148.00,187.00,225.00,M,PR,01,0000,00,19000101
1L10SR,72,01,263.00,299.00,335.00,370.00,403.00,435.00,466.00,496.00,526.00,558.00,M,PR,01,0000,00,19000101
1L10SR,72,02,591.00,628.00,672.00,726.00,798.00,898.00,912.00,927.00,941.00,,M,PR,01,0000,00,19000101
1L10SR,72,00,,,,18.00,22.00,61.00,98.00,134.00,169.00,203.00,M,SM,01,0000,00,19000101
1L10SR,72,01,237.00,269.00,302.00,333.00,362.00,391.00,419.00,448.00,477.00,508.00,M,SM,01,0000,00,19000101
1L10SR,72,02,542.00,582.00,631.00,694.00,778.00,898.00,912.00,927.00,941.00,,M,SM,01,0000,00,19000101
1L10SR,73,00,,,,16.00,27.00,70.00,113.00,155.00,196.00,237.00,F,ST,01,0000,00,19000101
1L10SR,73,01,278.00,318.00,357.00,395.00,431.00,467.00,502.00,536.00,571.00,607.00,F,ST,01,0000,00,19000101
1L10SR,73,02,646.00,690.00,742.00,808.00,897.00,912.00,927.00,941.00,,,F,ST,01,0000,00,19000101
1L10SR,73,00,,,,16.00,28.00,71.00,114.00,156.00,198.00,239.00,F,PR,01,0000,00,19000101
1L10SR,73,01,280.00,320.00,359.00,397.00,433.00,469.00,503.00,538.00,573.00,609.00,F,PR,01,0000,00,19000101
1L10SR,73,02,648.00,692.00,744.00,809.00,897.00,912.00,927.00,941.00,,,F,PR,01,0000,00,19000101
1L10SR,73,00,,,,16.00,26.00,68.00,109.00,150.00,190.00,229.00,F,SM,01,0000,00,19000101
1L10SR,73,01,269.00,307.00,345.00,382.00,417.00,451.00,485.00,519.00,553.00,590.00,F,SM,01,0000,00,19000101
1L10SR,73,02,630.00,676.00,731.00,801.00,897.00,912.00,927.00,941.00,,,F,SM,01,0000,00,19000101
1L10SR,73,00,,,,16.00,26.00,67.00,107.00,146.00,185.00,223.00,M,ST,01,0000,00,19000101
1L10SR,73,01,260.00,297.00,332.00,367.00,400.00,432.00,463.00,495.00,528.00,564.00,M,ST,01,0000,00,19000101
1L10SR,73,02,604.00,651.00,710.00,788.00,898.00,912.00,927.00,941.00,,,M,ST,01,0000,00,19000101
1L10SR,73,00,,,,15.00,28.00,71.00,112.00,152.00,192.00,231.00,M,PR,01,0000,00,19000101
1L10SR,73,01,269.00,307.00,343.00,378.00,411.00,443.00,475.00,507.00,539.00,574.00,M,PR,01,0000,00,19000101
1L10SR,73,02,613.00,659.00,717.00,792.00,898.00,912.00,927.00,941.00,,,M,PR,01,0000,00,19000101
1L10SR,73,00,,,,18.00,23.00,62.00,99.00,135.00,171.00,206.00,M,SM,01,0000,00,19000101
1L10SR,73,01,240.00,273.00,305.00,336.00,366.00,396.00,425.00,456.00,488.00,524.00,M,SM,01,0000,00,19000101
1L10SR,73,02,566.00,618.00,684.00,772.00,898.00,912.00,927.00,941.00,,,M,SM,01,0000,00,19000101
1L10SR,74,00,,,,14.00,30.00,75.00,118.00,162.00,205.00,247.00,F,ST,01,0000,00,19000101
1L10SR,74,01,289.00,330.00,369.00,407.00,444.00,480.00,517.00,553.00,591.00,632.00,F,ST,01,0000,00,19000101
1L10SR,74,02,679.00,733.00,803.00,897.00,912.00,927.00,941.00,,,,F,ST,01,0000,00,19000101
1L10SR,74,00,,,,14.00,31.00,75.00,119.00,163.00,206.00,249.00,F,PR,01,0000,00,19000101
1L10SR,74,01,291.00,331.00,371.00,409.00,446.00,482.00,518.00,555.00,593.00,634.00,F,PR,01,0000,00,19000101
1L10SR,74,02,680.00,735.00,803.00,897.00,912.00,927.00,941.00,,,,F,PR,01,0000,00,19000101
1L10SR,74,00,,,,15.00,28.00,71.00,113.00,155.00,197.00,238.00,F,SM,01,0000,00,19000101
1L10SR,74,01,278.00,317.00,355.00,392.00,428.00,463.00,499.00,535.00,574.00,616.00,F,SM,01,0000,00,19000101
1L10SR,74,02,664.00,722.00,796.00,897.00,912.00,927.00,941.00,,,,F,SM,01,0000,00,19000101
1L10SR,74,00,,,,16.00,27.00,69.00,110.00,150.00,190.00,229.00,M,ST,01,0000,00,19000101
1L10SR,74,01,267.00,304.00,340.00,374.00,408.00,441.00,474.00,508.00,546.00,588.00,M,ST,01,0000,00,19000101
1L10SR,74,02,637.00,700.00,782.00,898.00,912.00,927.00,941.00,,,,M,ST,01,0000,00,19000101
1L10SR,74,00,,,,14.00,30.00,73.00,115.00,157.00,197.00,237.00,M,PR,01,0000,00,19000101
1L10SR,74,01,276.00,314.00,351.00,385.00,419.00,452.00,485.00,520.00,556.00,597.00,M,PR,01,0000,00,19000101
1L10SR,74,02,646.00,706.00,786.00,898.00,912.00,927.00,941.00,,,,M,PR,01,0000,00,19000101
1L10SR,74,00,,,,17.00,23.00,62.00,100.00,137.00,173.00,208.00,M,SM,01,0000,00,19000101
1L10SR,74,01,243.00,277.00,309.00,340.00,371.00,402.00,434.00,468.00,505.00,549.00,M,SM,01,0000,00,19000101
1L10SR,74,02,603.00,672.00,765.00,898.00,912.00,927.00,941.00,,,,M,SM,01,0000,00,19000101
1L10SR,75,00,,,,13.00,33.00,79.00,124.00,169.00,214.00,257.00,F,ST,01,0000,00,19000101
1L10SR,75,01,300.00,341.00,381.00,420.00,458.00,495.00,534.00,574.00,617.00,666.00,F,ST,01,0000,00,19000101
1L10SR,75,02,724.00,797.00,897.00,912.00,927.00,941.00,,,,,F,ST,01,0000,00,19000101
1L10SR,75,00,,,,13.00,34.00,80.00,125.00,171.00,215.00,259.00,F,PR,01,0000,00,19000101
1L10SR,75,01,301.00,343.00,383.00,422.00,460.00,497.00,536.00,576.00,619.00,667.00,F,PR,01,0000,00,19000101
1L10SR,75,02,725.00,798.00,897.00,912.00,927.00,941.00,,,,,F,PR,01,0000,00,19000101
1L10SR,75,00,,,,14.00,31.00,75.00,118.00,162.00,205.00,247.00,F,SM,01,0000,00,19000101
1L10SR,75,01,288.00,327.00,366.00,403.00,440.00,477.00,515.00,556.00,600.00,651.00,F,SM,01,0000,00,19000101
1L10SR,75,02,712.00,790.00,897.00,912.00,927.00,941.00,,,,,F,SM,01,0000,00,19000101
1L10SR,75,00,,,,15.00,29.00,71.00,113.00,155.00,195.00,235.00,M,ST,01,0000,00,19000101
1L10SR,75,01,274.00,311.00,347.00,382.00,417.00,452.00,488.00,527.00,571.00,623.00,M,ST,01,0000,00,19000101
1L10SR,75,02,689.00,775.00,898.00,912.00,927.00,941.00,,,,,M,ST,01,0000,00,19000101
1L10SR,75,00,,,,13.00,32.00,76.00,119.00,162.00,203.00,244.00,M,PR,01,0000,00,19000101
1L10SR,75,01,284.00,322.00,358.00,393.00,428.00,463.00,499.00,537.00,580.00,631.00,M,PR,01,0000,00,19000101
1L10SR,75,02,695.00,779.00,898.00,912.00,927.00,941.00,,,,,M,PR,01,0000,00,19000101
1L10SR,75,00,,,,17.00,23.00,62.00,101.00,139.00,176.00,212.00,M,SM,01,0000,00,19000101
1L10SR,75,01,247.00,281.00,313.00,345.00,377.00,411.00,446.00,485.00,531.00,588.00,M,SM,01,0000,00,19000101
1L10SR,75,02,661.00,758.00,898.00,912.00,927.00,941.00,,,,,M,SM,01,0000,00,19000101
1L10SR,76,00,,,,11.00,37.00,84.00,131.00,178.00,223.00,268.00,F,ST,01,0000,00,19000101
1L10SR,76,01,311.00,353.00,393.00,433.00,473.00,513.00,555.00,601.00,652.00,713.00,F,ST,01,0000,00,19000101
1L10SR,76,02,791.00,897.00,912.00,927.00,941.00,,,,,,F,ST,01,0000,00,19000101
1L10SR,76,00,,,,11.00,37.00,85.00,132.00,179.00,225.00,269.00,F,PR,01,0000,00,19000101
1L10SR,76,01,312.00,354.00,395.00,435.00,475.00,515.00,557.00,602.00,653.00,714.00,F,PR,01,0000,00,19000101
1L10SR,76,02,792.00,897.00,912.00,927.00,941.00,,,,,,F,PR,01,0000,00,19000101
1L10SR,76,00,,,,13.00,33.00,79.00,124.00,169.00,213.00,256.00,F,SM,01,0000,00,19000101
1L10SR,76,01,298.00,338.00,377.00,416.00,454.00,494.00,537.00,583.00,636.00,701.00,F,SM,01,0000,00,19000101
1L10SR,76,02,783.00,897.00,912.00,927.00,941.00,,,,,,F,SM,01,0000,00,19000101
1L10SR,76,00,,,,14.00,30.00,74.00,118.00,160.00,202.00,242.00,M,ST,01,0000,00,19000101
1L10SR,76,01,281.00,319.00,355.00,391.00,428.00,466.00,507.00,553.00,608.00,677.00,M,ST,01,0000,00,19000101
1L10SR,76,02,768.00,898.00,912.00,927.00,941.00,,,,,,M,ST,01,0000,00,19000101
1L10SR,76,00,,,,12.00,34.00,79.00,123.00,167.00,210.00,251.00,M,PR,01,0000,00,19000101
1L10SR,76,01,291.00,329.00,366.00,402.00,439.00,476.00,517.00,562.00,616.00,683.00,M,PR,01,0000,00,19000101
1L10SR,76,02,772.00,898.00,912.00,927.00,941.00,,,,,,M,PR,01,0000,00,19000101
1L10SR,76,00,,,,17.00,24.00,64.00,103.00,142.00,179.00,216.00,M,SM,01,0000,00,19000101
1L10SR,76,01,251.00,285.00,318.00,352.00,387.00,424.00,465.00,513.00,572.00,648.00,M,SM,01,0000,00,19000101
1L10SR,76,02,751.00,898.00,912.00,927.00,941.00,,,,,,M,SM,01,0000,00,19000101
1L10SR,77,00,,,,9.00,40.00,90.00,138.00,186.00,233.00,278.00,F,ST,01,0000,00,19000101
1L10SR,77,01,322.00,365.00,406.00,448.00,490.00,535.00,583.00,637.00,702.00,784.00,F,ST,01,0000,00,19000101
1L10SR,77,02,897.00,912.00,927.00,941.00,,,,,,,F,ST,01,0000,00,19000101
1L10SR,77,00,,,,9.00,41.00,91.00,139.00,187.00,234.00,280.00,F,PR,01,0000,00,19000101
1L10SR,77,01,324.00,366.00,408.00,450.00,492.00,536.00,584.00,638.00,703.00,785.00,F,PR,01,0000,00,19000101
1L10SR,77,02,897.00,912.00,927.00,941.00,,,,,,,F,PR,01,0000,00,19000101
1L10SR,77,00,,,,11.00,37.00,84.00,131.00,177.00,222.00,265.00,F,SM,01,0000,00,19000101
1L10SR,77,01,307.00,349.00,389.00,430.00,472.00,516.00,565.00,621.00,689.00,777.00,F,SM,01,0000,00,19000101
1L10SR,77,02,897.00,912.00,927.00,941.00,,,,,,,F,SM,01,0000,00,19000101
1L10SR,77,00,,,,13.00,33.00,78.00,122.00,166.00,208.00,249.00,M,ST,01,0000,00,19000101
1L10SR,77,01,288.00,327.00,364.00,403.00,442.00,485.00,534.00,592.00,664.00,761.00,M,ST,01,0000,00,19000101
1L10SR,77,02,898.00,912.00,927.00,941.00,,,,,,,M,ST,01,0000,00,19000101
1L10SR,77,00,,,,11.00,36.00,83.00,129.00,173.00,216.00,258.00,M,PR,01,0000,00,19000101
1L10SR,77,01,298.00,337.00,375.00,413.00,453.00,495.00,543.00,600.00,671.00,765.00,M,PR,01,0000,00,19000101
1L10SR,77,02,898.00,912.00,927.00,941.00,,,,,,,M,PR,01,0000,00,19000101
1L10SR,77,00,,,,17.00,25.00,66.00,106.00,145.00,184.00,220.00,M,SM,01,0000,00,19000101
1L10SR,77,01,256.00,290.00,325.00,362.00,400.00,443.00,494.00,556.00,636.00,744.00,M,SM,01,0000,00,19000101
1L10SR,77,02,898.00,912.00,927.00,941.00,,,,,,,M,SM,01,0000,00,19000101
1L10SR,78,00,,,,7.00,45.00,96.00,146.00,195.00,242.00,289.00,F,ST,01,0000,00,19000101
1L10SR,78,01,333.00,377.00,421.00,466.00,513.00,563.00,621.00,689.00,777.00,897.00,F,ST,01,0000,00,19000101
1L10SR,78,02,912.00,927.00,941.00,,,,,,,,F,ST,01,0000,00,19000101
1L10SR,78,00,,,,7.00,45.00,97.00,147.00,196.00,244.00,290.00,F,PR,01,0000,00,19000101
1L10SR,78,01,335.00,379.00,423.00,467.00,514.00,565.00,622.00,690.00,777.00,897.00,F,PR,01,0000,00,19000101
1L10SR,78,02,912.00,927.00,941.00,,,,,,,,F,PR,01,0000,00,19000101
1L10SR,78,00,,,,9.00,40.00,89.00,138.00,185.00,230.00,275.00,F,SM,01,0000,00,19000101
1L10SR,78,01,318.00,360.00,403.00,447.00,494.00,545.00,605.00,677.00,769.00,897.00,F,SM,01,0000,00,19000101
1L10SR,78,02,912.00,927.00,941.00,,,,,,,,F,SM,01,0000,00,19000101
1L10SR,78,00,,,,12.00,36.00,82.00,128.00,172.00,215.00,256.00,M,ST,01,0000,00,19000101
1L10SR,78,01,296.00,336.00,376.00,417.00,462.00,514.00,574.00,651.00,753.00,898.00,M,ST,01,0000,00,19000101
1L10SR,78,02,912.00,927.00,941.00,,,,,,,,M,ST,01,0000,00,19000101
1L10SR,78,00,,,,10.00,39.00,87.00,134.00,179.00,223.00,265.00,M,PR,01,0000,00,19000101
1L10SR,78,01,306.00,345.00,386.00,427.00,472.00,522.00,582.00,657.00,757.00,898.00,M,PR,01,0000,00,19000101
1L10SR,78,02,912.00,927.00,941.00,,,,,,,,M,PR,01,0000,00,19000101
1L10SR,78,00,,,,16.00,27.00,69.00,110.00,149.00,188.00,224.00,M,SM,01,0000,00,19000101
1L10SR,78,01,261.00,297.00,335.00,376.00,421.00,473.00,538.00,622.00,736.00,898.00,M,SM,01,0000,00,19000101
1L10SR,78,02,912.00,927.00,941.00,,,,,,,,M,SM,01,0000,00,19000101
1L10SR,79,00,,,,5.00,49.00,102.00,153.00,203.00,252.00,299.00,F,ST,01,0000,00,19000101
1L10SR,79,01,345.00,392.00,439.00,488.00,542.00,603.00,676.00,769.00,897.00,912.00,F,ST,01,0000,00,19000101
1L10SR,79,02,927.00,941.00,,,,,,,,,F,ST,01,0000,00,19000101
1L10SR,79,00,,,,5.00,49.00,103.00,154.00,205.00,253.00,301.00,F,PR,01,0000,00,19000101
1L10SR,79,01,347.00,393.00,440.00,490.00,543.00,604.00,677.00,769.00,897.00,912.00,F,PR,01,0000,00,19000101
1L10SR,79,02,927.00,941.00,,,,,,,,,F,PR,01,0000,00,19000101
1L10SR,79,00,,,,7.00,44.00,95.00,144.00,192.00,239.00,284.00,F,SM,01,0000,00,19000101
1L10SR,79,01,329.00,374.00,420.00,470.00,524.00,587.00,663.00,761.00,897.00,912.00,F,SM,01,0000,00,19000101
1L10SR,79,02,927.00,941.00,,,,,,,,,F,SM,01,0000,00,19000101
1L10SR,79,00,,,,10.00,39.00,87.00,133.00,178.00,221.00,263.00,M,ST,01,0000,00,19000101
1L10SR,79,01,304.00,346.00,390.00,438.00,492.00,556.00,637.00,745.00,898.00,912.00,M,ST,01,0000,00,19000101
1L10SR,79,02,927.00,941.00,,,,,,,,,M,ST,01,0000,00,19000101
1L10SR,79,00,,,,8.00,42.00,91.00,139.00,185.00,229.00,272.00,M,PR,01,0000,00,19000101
1L10SR,79,01,314.00,356.00,399.00,447.00,500.00,563.00,643.00,748.00,898.00,912.00,M,PR,01,0000,00,19000101
1L10SR,79,02,927.00,941.00,,,,,,,,,M,PR,01,0000,00,19000101
1L10SR,79,00,,,,15.00,29.00,72.00,113.00,153.00,191.00,229.00,M,SM,01,0000,00,19000101
1L10SR,79,01,268.00,307.00,349.00,396.00,452.00,520.00,608.00,727.00,898.00,912.00,M,SM,01,0000,00,19000101
1L10SR,79,02,927.00,941.00,,,,,,,,,M,SM,01,0000,00,19000101
1L10SR,80,00,,,,3.00,53.00,108.00,160.00,212.00,261.00,310.00,F,ST,01,0000,00,19000101
1L10SR,80,01,359.00,409.00,461.00,518.00,583.00,661.00,760.00,897.00,912.00,927.00,F,ST,01,0000,00,19000101
1L10SR,80,02,941.00,,,,,,,,,,F,ST,01,0000,00,19000101
1L10SR,80,00,,,,2.00,54.00,108.00,161.00,213.00,263.00,312.00,F,PR,01,0000,00,19000101
