PLAN,AGE,CNTL,CV0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
1668SP,00,00,,,,,,,.00,1.00,3.00,6.00,F,SM,01,0000,00,19000101
1668SP,00,01,8.00,11.00,14.00,17.00,21.00,24.00,27.00,31.00,35.00,38.00,F,SM,01,0000,00,19000101
1668SP,00,02,42.00,46.00,51.00,55.00,60.00,64.00,69.00,75.00,80.00,86.00,F,SM,01,0000,00,19000101
1668SP,00,03,91.00,97.00,104.00,110.00,117.00,124.00,131.00,139.00,147.00,155.00,F,SM,01,0000,00,19000101
1668SP,00,04,163.00,171.00,180.00,189.00,198.00,207.00,217.00,227.00,237.00,247.00,F,SM,01,0000,00,19000101
1668SP,00,05,258.00,269.00,281.00,292.00,304.00,316.00,329.00,342.00,355.00,368.00,F,SM,01,0000,00,19000101
1668SP,00,06,382.00,397.00,412.00,427.00,442.00,458.00,474.00,489.00,506.00,522.00,F,SM,01,0000,00,19000101
1668SP,00,07,539.00,556.00,574.00,591.00,608.00,625.00,642.00,658.00,675.00,691.00,F,SM,01,0000,00,19000101
1668SP,00,08,707.00,722.00,738.00,752.00,766.00,780.00,793.00,805.00,817.00,828.00,F,SM,01,0000,00,19000101
1668SP,00,09,840.00,851.00,862.00,874.00,887.00,900.00,914.00,929.00,943.00,954.00,F,SM,01,0000,00,19000101
1668SP,00,10,1000.00,,,,,,,,,,F,SM,01,0000,00,19000101
1668SP,00,00,,,,,,,.00,3.00,6.00,10.00,M,SM,01,0000,00,19000101
1668SP,00,01,13.00,17.00,21.00,25.00,29.00,33.00,37.00,41.00,45.00,49.00,M,SM,01,0000,00,19000101
1668SP,00,02,53.00,58.00,62.00,67.00,72.00,78.00,84.00,90.00,96.00,103.00,M,SM,01,0000,00,19000101
1668SP,00,03,110.00,117.00,124.00,132.00,140.00,149.00,158.00,167.00,176.00,186.00,M,SM,01,0000,00,19000101
1668SP,00,04,195.00,206.00,216.00,227.00,238.00,249.00,261.00,273.00,285.00,297.00,M,SM,01,0000,00,19000101
1668SP,00,05,310.00,323.00,336.00,350.00,364.00,378.00,392.00,406.00,421.00,436.00,M,SM,01,0000,00,19000101
1668SP,00,06,451.00,466.00,481.00,497.00,512.00,528.00,543.00,558.00,574.00,589.00,M,SM,01,0000,00,19000101
1668SP,00,07,605.00,620.00,635.00,650.00,665.00,679.00,693.00,706.00,719.00,732.00,M,SM,01,0000,00,19000101
1668SP,00,08,744.00,757.00,769.00,780.00,791.00,801.00,811.00,820.00,829.00,838.00,M,SM,01,0000,00,19000101
1668SP,00,09,847.00,856.00,866.00,876.00,887.00,900.00,914.00,928.00,942.00,954.00,M,SM,01,0000,00,19000101
1668SP,00,10,1000.00,,,,,,,,,,M,SM,01,0000,00,19000101
1668SP,01,00,,,,.00,2.00,5.00,8.00,11.00,14.00,17.00,F,SM,01,0000,00,19000101
1668SP,01,01,20.00,23.00,27.00,30.00,34.00,38.00,42.00,46.00,50.00,54.00,F,SM,01,0000,00,19000101
1668SP,01,02,59.00,64.00,69.00,74.00,79.00,85.00,91.00,97.00,103.00,110.00,F,SM,01,0000,00,19000101
1668SP,01,03,116.00,123.00,131.00,138.00,146.00,154.00,162.00,171.00,179.00,188.00,F,SM,01,0000,00,19000101
1668SP,01,04,197.00,207.00,216.00,226.00,236.00,247.00,258.00,269.00,280.00,292.00,F,SM,01,0000,00,19000101
1668SP,01,05,304.00,316.00,328.00,341.00,354.00,368.00,382.00,397.00,411.00,426.00,F,SM,01,0000,00,19000101
1668SP,01,06,442.00,457.00,473.00,489.00,505.00,522.00,539.00,556.00,573.00,591.00,F,SM,01,0000,00,19000101
1668SP,01,07,608.00,625.00,642.00,658.00,675.00,691.00,707.00,722.00,737.00,752.00,F,SM,01,0000,00,19000101
1668SP,01,08,766.00,780.00,793.00,805.00,817.00,828.00,840.00,851.00,862.00,874.00,F,SM,01,0000,00,19000101
1668SP,01,09,886.00,900.00,914.00,929.00,943.00,954.00,1000.00,,,,F,SM,01,0000,00,19000101
1668SP,01,00,,,,.00,2.00,6.00,9.00,13.00,16.00,20.00,M,SM,01,0000,00,19000101
1668SP,01,01,24.00,28.00,32.00,36.00,40.00,44.00,48.00,52.00,57.00,62.00,M,SM,01,0000,00,19000101
1668SP,01,02,67.00,72.00,77.00,83.00,89.00,95.00,102.00,109.00,116.00,124.00,M,SM,01,0000,00,19000101
1668SP,01,03,132.00,140.00,148.00,157.00,166.00,175.00,185.00,195.00,205.00,216.00,M,SM,01,0000,00,19000101
1668SP,01,04,226.00,237.00,249.00,260.00,272.00,284.00,297.00,310.00,323.00,336.00,M,SM,01,0000,00,19000101
1668SP,01,05,350.00,363.00,377.00,392.00,406.00,421.00,435.00,450.00,466.00,481.00,M,SM,01,0000,00,19000101
1668SP,01,06,496.00,512.00,527.00,543.00,558.00,574.00,589.00,605.00,620.00,635.00,M,SM,01,0000,00,19000101
1668SP,01,07,650.00,665.00,679.00,692.00,706.00,719.00,732.00,744.00,756.00,768.00,M,SM,01,0000,00,19000101
1668SP,01,08,780.00,791.00,801.00,811.00,820.00,829.00,838.00,847.00,856.00,866.00,M,SM,01,0000,00,19000101
1668SP,01,09,876.00,887.00,900.00,914.00,928.00,942.00,954.00,1000.00,,,M,SM,01,0000,00,19000101
1668SP,02,00,,,,.00,1.00,3.00,6.00,9.00,12.00,15.00,F,SM,01,0000,00,19000101
1668SP,02,01,18.00,21.00,25.00,28.00,32.00,36.00,40.00,44.00,48.00,53.00,F,SM,01,0000,00,19000101
1668SP,02,02,57.00,62.00,67.00,72.00,78.00,83.00,89.00,95.00,101.00,108.00,F,SM,01,0000,00,19000101
1668SP,02,03,115.00,122.00,129.00,137.00,144.00,152.00,161.00,169.00,178.00,187.00,F,SM,01,0000,00,19000101
1668SP,02,04,196.00,205.00,215.00,225.00,235.00,245.00,256.00,267.00,279.00,290.00,F,SM,01,0000,00,19000101
1668SP,02,05,302.00,314.00,327.00,340.00,353.00,367.00,381.00,395.00,410.00,425.00,F,SM,01,0000,00,19000101
1668SP,02,06,441.00,456.00,472.00,488.00,504.00,521.00,538.00,555.00,572.00,590.00,F,SM,01,0000,00,19000101
1668SP,02,07,607.00,624.00,641.00,658.00,674.00,690.00,706.00,722.00,737.00,752.00,F,SM,01,0000,00,19000101
1668SP,02,08,766.00,779.00,792.00,805.00,816.00,828.00,839.00,850.00,862.00,874.00,F,SM,01,0000,00,19000101
1668SP,02,09,886.00,900.00,914.00,929.00,943.00,954.00,1000.00,,,,F,SM,01,0000,00,19000101
1668SP,02,00,,,,.00,3.00,7.00,10.00,14.00,18.00,22.00,M,SM,01,0000,00,19000101
1668SP,02,01,26.00,30.00,34.00,38.00,42.00,46.00,50.00,55.00,59.00,64.00,M,SM,01,0000,00,19000101
1668SP,02,02,70.00,75.00,81.00,87.00,93.00,100.00,107.00,114.00,122.00,130.00,M,SM,01,0000,00,19000101
1668SP,02,03,138.00,146.00,155.00,164.00,173.00,183.00,193.00,203.00,214.00,224.00,M,SM,01,0000,00,19000101
1668SP,02,04,236.00,247.00,258.00,270.00,283.00,295.00,308.00,321.00,334.00,348.00,M,SM,01,0000,00,19000101
1668SP,02,05,362.00,376.00,390.00,405.00,419.00,434.00,449.00,464.00,480.00,495.00,M,SM,01,0000,00,19000101
1668SP,02,06,511.00,526.00,542.00,557.00,573.00,588.00,604.00,619.00,634.00,649.00,M,SM,01,0000,00,19000101
1668SP,02,07,664.00,678.00,692.00,705.00,718.00,731.00,744.00,756.00,768.00,779.00,M,SM,01,0000,00,19000101
1668SP,02,08,790.00,801.00,811.00,820.00,829.00,838.00,847.00,856.00,865.00,876.00,M,SM,01,0000,00,19000101
1668SP,02,09,887.00,900.00,913.00,928.00,942.00,954.00,1000.00,,,,M,SM,01,0000,00,19000101
1668SP,03,00,,,,.00,1.00,4.00,7.00,10.00,13.00,16.00,F,SM,01,0000,00,19000101
1668SP,03,01,19.00,23.00,26.00,30.00,34.00,38.00,42.00,46.00,51.00,55.00,F,SM,01,0000,00,19000101
1668SP,03,02,60.00,65.00,70.00,76.00,81.00,87.00,93.00,100.00,106.00,113.00,F,SM,01,0000,00,19000101
1668SP,03,03,120.00,127.00,135.00,143.00,151.00,159.00,167.00,176.00,185.00,194.00,F,SM,01,0000,00,19000101
1668SP,03,04,204.00,213.00,223.00,233.00,244.00,255.00,266.00,277.00,289.00,301.00,F,SM,01,0000,00,19000101
1668SP,03,05,313.00,326.00,338.00,352.00,365.00,380.00,394.00,409.00,424.00,440.00,F,SM,01,0000,00,19000101
1668SP,03,06,455.00,471.00,487.00,503.00,520.00,537.00,554.00,572.00,589.00,606.00,F,SM,01,0000,00,19000101
1668SP,03,07,623.00,640.00,657.00,673.00,689.00,705.00,721.00,736.00,751.00,765.00,F,SM,01,0000,00,19000101
1668SP,03,08,779.00,792.00,804.00,816.00,828.00,839.00,850.00,862.00,873.00,886.00,F,SM,01,0000,00,19000101
1668SP,03,09,900.00,914.00,929.00,943.00,954.00,1000.00,,,,,F,SM,01,0000,00,19000101
1668SP,03,00,,,,.00,1.00,4.00,8.00,12.00,15.00,19.00,M,SM,01,0000,00,19000101
1668SP,03,01,23.00,27.00,31.00,35.00,39.00,44.00,48.00,52.00,57.00,62.00,M,SM,01,0000,00,19000101
1668SP,03,02,67.00,73.00,79.00,85.00,91.00,98.00,105.00,112.00,120.00,127.00,M,SM,01,0000,00,19000101
1668SP,03,03,136.00,144.00,153.00,162.00,171.00,181.00,191.00,201.00,212.00,223.00,M,SM,01,0000,00,19000101
1668SP,03,04,234.00,245.00,257.00,269.00,281.00,293.00,306.00,319.00,333.00,346.00,M,SM,01,0000,00,19000101
1668SP,03,05,360.00,374.00,389.00,403.00,418.00,433.00,448.00,463.00,478.00,494.00,M,SM,01,0000,00,19000101
1668SP,03,06,509.00,525.00,541.00,556.00,572.00,587.00,603.00,618.00,633.00,648.00,M,SM,01,0000,00,19000101
1668SP,03,07,663.00,677.00,691.00,704.00,718.00,730.00,743.00,755.00,767.00,779.00,M,SM,01,0000,00,19000101
1668SP,03,08,790.00,800.00,810.00,819.00,829.00,837.00,846.00,855.00,865.00,875.00,M,SM,01,0000,00,19000101
1668SP,03,09,887.00,899.00,913.00,928.00,942.00,953.00,1000.00,,,,M,SM,01,0000,00,19000101
1668SP,04,00,,,,.00,2.00,5.00,8.00,11.00,14.00,17.00,F,SM,01,0000,00,19000101
1668SP,04,01,21.00,24.00,28.00,32.00,36.00,40.00,44.00,49.00,53.00,58.00,F,SM,01,0000,00,19000101
1668SP,04,02,63.00,68.00,74.00,79.00,85.00,91.00,98.00,104.00,111.00,118.00,F,SM,01,0000,00,19000101
1668SP,04,03,126.00,133.00,141.00,149.00,157.00,166.00,174.00,183.00,192.00,202.00,F,SM,01,0000,00,19000101
1668SP,04,04,212.00,222.00,232.00,242.00,253.00,264.00,276.00,287.00,299.00,312.00,F,SM,01,0000,00,19000101
1668SP,04,05,324.00,337.00,350.00,364.00,378.00,393.00,408.00,423.00,438.00,454.00,F,SM,01,0000,00,19000101
1668SP,04,06,470.00,486.00,502.00,519.00,536.00,553.00,571.00,588.00,605.00,623.00,F,SM,01,0000,00,19000101
1668SP,04,07,640.00,656.00,673.00,689.00,705.00,720.00,736.00,751.00,765.00,778.00,F,SM,01,0000,00,19000101
1668SP,04,08,791.00,804.00,816.00,827.00,839.00,850.00,861.00,873.00,886.00,899.00,F,SM,01,0000,00,19000101
1668SP,04,09,914.00,928.00,943.00,954.00,1000.00,,,,,,F,SM,01,0000,00,19000101
1668SP,04,00,,,,.00,2.00,5.00,9.00,13.00,17.00,21.00,M,SM,01,0000,00,19000101
1668SP,04,01,25.00,29.00,33.00,37.00,41.00,45.00,50.00,55.00,60.00,65.00,M,SM,01,0000,00,19000101
1668SP,04,02,70.00,76.00,82.00,89.00,95.00,102.00,110.00,117.00,125.00,133.00,M,SM,01,0000,00,19000101
1668SP,04,03,142.00,151.00,160.00,169.00,179.00,189.00,199.00,210.00,220.00,232.00,M,SM,01,0000,00,19000101
1668SP,04,04,243.00,255.00,267.00,279.00,291.00,304.00,318.00,331.00,345.00,359.00,M,SM,01,0000,00,19000101
1668SP,04,05,373.00,387.00,402.00,416.00,431.00,446.00,462.00,477.00,493.00,508.00,M,SM,01,0000,00,19000101
1668SP,04,06,524.00,539.00,555.00,570.00,586.00,602.00,617.00,632.00,647.00,662.00,M,SM,01,0000,00,19000101
1668SP,04,07,676.00,690.00,704.00,717.00,730.00,742.00,755.00,767.00,778.00,789.00,M,SM,01,0000,00,19000101
1668SP,04,08,800.00,810.00,819.00,828.00,837.00,846.00,855.00,865.00,875.00,886.00,M,SM,01,0000,00,19000101
1668SP,04,09,899.00,913.00,928.00,942.00,953.00,1000.00,,,,,M,SM,01,0000,00,19000101
1668SP,05,00,,,,.00,2.00,5.00,9.00,12.00,15.00,19.00,F,SM,01,0000,00,19000101
1668SP,05,01,22.00,26.00,30.00,34.00,38.00,42.00,46.00,51.00,56.00,61.00,F,SM,01,0000,00,19000101
1668SP,05,02,66.00,72.00,77.00,83.00,89.00,96.00,102.00,109.00,116.00,124.00,F,SM,01,0000,00,19000101
1668SP,05,03,131.00,139.00,147.00,155.00,164.00,173.00,181.00,191.00,200.00,210.00,F,SM,01,0000,00,19000101
1668SP,05,04,220.00,230.00,241.00,251.00,263.00,274.00,286.00,298.00,310.00,323.00,F,SM,01,0000,00,19000101
1668SP,05,05,336.00,349.00,363.00,377.00,392.00,406.00,422.00,437.00,453.00,469.00,F,SM,01,0000,00,19000101
1668SP,05,06,485.00,501.00,518.00,535.00,552.00,570.00,587.00,605.00,622.00,639.00,F,SM,01,0000,00,19000101
1668SP,05,07,655.00,672.00,688.00,704.00,720.00,735.00,750.00,764.00,778.00,791.00,F,SM,01,0000,00,19000101
1668SP,05,08,803.00,815.00,827.00,838.00,850.00,861.00,873.00,886.00,899.00,913.00,F,SM,01,0000,00,19000101
1668SP,05,09,928.00,943.00,954.00,1000.00,,,,,,,F,SM,01,0000,00,19000101
1668SP,05,00,,,,.00,2.00,6.00,10.00,14.00,18.00,22.00,M,SM,01,0000,00,19000101
1668SP,05,01,26.00,30.00,34.00,38.00,43.00,47.00,52.00,57.00,62.00,68.00,M,SM,01,0000,00,19000101
1668SP,05,02,73.00,80.00,86.00,93.00,100.00,107.00,115.00,123.00,131.00,139.00,M,SM,01,0000,00,19000101
1668SP,05,03,148.00,157.00,167.00,177.00,187.00,197.00,207.00,218.00,229.00,241.00,M,SM,01,0000,00,19000101
1668SP,05,04,252.00,264.00,277.00,289.00,302.00,316.00,329.00,343.00,357.00,371.00,M,SM,01,0000,00,19000101
1668SP,05,05,385.00,400.00,415.00,430.00,445.00,460.00,476.00,491.00,507.00,522.00,M,SM,01,0000,00,19000101
1668SP,05,06,538.00,554.00,569.00,585.00,600.00,616.00,631.00,646.00,661.00,675.00,M,SM,01,0000,00,19000101
1668SP,05,07,689.00,703.00,716.00,729.00,742.00,754.00,766.00,778.00,789.00,799.00,M,SM,01,0000,00,19000101
1668SP,05,08,809.00,818.00,828.00,837.00,845.00,855.00,864.00,875.00,886.00,899.00,M,SM,01,0000,00,19000101
1668SP,05,09,913.00,927.00,942.00,953.00,1000.00,,,,,,M,SM,01,0000,00,19000101
1668SP,06,00,,,,.00,3.00,6.00,10.00,13.00,16.00,20.00,F,SM,01,0000,00,19000101
1668SP,06,01,24.00,27.00,31.00,35.00,40.00,44.00,49.00,54.00,59.00,64.00,F,SM,01,0000,00,19000101
1668SP,06,02,69.00,75.00,81.00,87.00,94.00,100.00,107.00,114.00,121.00,129.00,F,SM,01,0000,00,19000101
1668SP,06,03,137.00,145.00,153.00,162.00,171.00,180.00,189.00,198.00,208.00,218.00,F,SM,01,0000,00,19000101
1668SP,06,04,228.00,239.00,250.00,261.00,272.00,284.00,296.00,308.00,321.00,334.00,F,SM,01,0000,00,19000101
1668SP,06,05,347.00,361.00,375.00,390.00,405.00,420.00,436.00,452.00,467.00,484.00,F,SM,01,0000,00,19000101
1668SP,06,06,500.00,517.00,534.00,551.00,569.00,586.00,604.00,621.00,638.00,655.00,F,SM,01,0000,00,19000101
1668SP,06,07,671.00,687.00,703.00,719.00,735.00,749.00,764.00,777.00,790.00,803.00,F,SM,01,0000,00,19000101
1668SP,06,08,815.00,826.00,838.00,849.00,861.00,873.00,885.00,899.00,913.00,928.00,F,SM,01,0000,00,19000101
1668SP,06,09,942.00,954.00,1000.00,,,,,,,,F,SM,01,0000,00,19000101
1668SP,06,00,,,,.00,3.00,7.00,11.00,15.00,19.00,23.00,M,SM,01,0000,00,19000101
1668SP,06,01,27.00,31.00,35.00,40.00,44.00,49.00,54.00,59.00,65.00,71.00,M,SM,01,0000,00,19000101
1668SP,06,02,77.00,83.00,90.00,97.00,104.00,112.00,120.00,128.00,137.00,146.00,M,SM,01,0000,00,19000101
1668SP,06,03,155.00,164.00,174.00,184.00,194.00,205.00,216.00,227.00,238.00,250.00,M,SM,01,0000,00,19000101
1668SP,06,04,262.00,275.00,287.00,300.00,314.00,327.00,341.00,355.00,369.00,383.00,M,SM,01,0000,00,19000101
1668SP,06,05,398.00,413.00,428.00,443.00,458.00,474.00,490.00,505.00,521.00,537.00,M,SM,01,0000,00,19000101
1668SP,06,06,552.00,568.00,584.00,599.00,615.00,630.00,645.00,660.00,674.00,688.00,M,SM,01,0000,00,19000101
1668SP,06,07,702.00,715.00,728.00,741.00,753.00,765.00,777.00,788.00,798.00,808.00,M,SM,01,0000,00,19000101
1668SP,06,08,818.00,827.00,836.00,845.00,854.00,864.00,874.00,886.00,898.00,912.00,M,SM,01,0000,00,19000101
1668SP,06,09,927.00,941.00,953.00,1000.00,,,,,,,M,SM,01,0000,00,19000101
1668SP,07,00,,,,.00,1.00,4.00,7.00,10.00,14.00,17.00,F,SM,01,0000,00,19000101
1668SP,07,01,21.00,25.00,29.00,33.00,37.00,42.00,46.00,51.00,56.00,62.00,F,SM,01,0000,00,19000101
1668SP,07,02,67.00,73.00,79.00,85.00,91.00,98.00,105.00,112.00,119.00,127.00,F,SM,01,0000,00,19000101
1668SP,07,03,135.00,143.00,151.00,160.00,168.00,177.00,187.00,196.00,206.00,216.00,F,SM,01,0000,00,19000101
1668SP,07,04,226.00,237.00,248.00,259.00,271.00,282.00,294.00,307.00,319.00,332.00,F,SM,01,0000,00,19000101
1668SP,07,05,346.00,360.00,374.00,389.00,404.00,419.00,434.00,450.00,466.00,482.00,F,SM,01,0000,00,19000101
1668SP,07,06,499.00,516.00,533.00,550.00,568.00,585.00,603.00,620.00,637.00,654.00,F,SM,01,0000,00,19000101
1668SP,07,07,670.00,687.00,703.00,718.00,734.00,749.00,763.00,777.00,790.00,802.00,F,SM,01,0000,00,19000101
1668SP,07,08,814.00,826.00,837.00,849.00,860.00,872.00,885.00,899.00,913.00,928.00,F,SM,01,0000,00,19000101
1668SP,07,09,942.00,954.00,1000.00,,,,,,,,F,SM,01,0000,00,19000101
1668SP,07,00,,,,.00,4.00,8.00,12.00,16.00,20.00,24.00,M,SM,01,0000,00,19000101
1668SP,07,01,28.00,32.00,37.00,41.00,46.00,51.00,56.00,62.00,68.00,74.00,M,SM,01,0000,00,19000101
1668SP,07,02,80.00,87.00,94.00,102.00,109.00,117.00,125.00,134.00,143.00,152.00,M,SM,01,0000,00,19000101
1668SP,07,03,162.00,171.00,181.00,192.00,202.00,213.00,225.00,236.00,248.00,260.00,M,SM,01,0000,00,19000101
1668SP,07,04,272.00,285.00,298.00,311.00,325.00,339.00,353.00,367.00,381.00,396.00,M,SM,01,0000,00,19000101
1668SP,07,05,411.00,426.00,441.00,457.00,472.00,488.00,504.00,519.00,535.00,551.00,M,SM,01,0000,00,19000101
1668SP,07,06,567.00,582.00,598.00,614.00,629.00,644.00,659.00,673.00,687.00,701.00,M,SM,01,0000,00,19000101
1668SP,07,07,714.00,727.00,740.00,752.00,765.00,776.00,787.00,798.00,808.00,817.00,M,SM,01,0000,00,19000101
1668SP,07,08,827.00,836.00,844.00,854.00,863.00,874.00,885.00,898.00,912.00,927.00,M,SM,01,0000,00,19000101
1668SP,07,09,941.00,953.00,1000.00,,,,,,,,M,SM,01,0000,00,19000101
1668SP,08,00,,,,.00,1.00,4.00,8.00,11.00,15.00,19.00,F,SM,01,0000,00,19000101
1668SP,08,01,22.00,26.00,30.00,35.00,39.00,44.00,49.00,54.00,59.00,65.00,F,SM,01,0000,00,19000101
1668SP,08,02,70.00,76.00,82.00,89.00,95.00,102.00,110.00,117.00,125.00,132.00,F,SM,01,0000,00,19000101
1668SP,08,03,141.00,149.00,157.00,166.00,175.00,185.00,194.00,204.00,214.00,224.00,F,SM,01,0000,00,19000101
1668SP,08,04,235.00,246.00,257.00,269.00,280.00,292.00,305.00,318.00,331.00,344.00,F,SM,01,0000,00,19000101
1668SP,08,05,358.00,372.00,387.00,402.00,417.00,433.00,449.00,465.00,481.00,497.00,F,SM,01,0000,00,19000101
1668SP,08,06,514.00,531.00,549.00,566.00,584.00,602.00,619.00,636.00,653.00,669.00,F,SM,01,0000,00,19000101
1668SP,08,07,686.00,702.00,718.00,733.00,748.00,763.00,776.00,789.00,802.00,814.00,F,SM,01,0000,00,19000101
1668SP,08,08,826.00,837.00,848.00,860.00,872.00,885.00,898.00,913.00,928.00,942.00,F,SM,01,0000,00,19000101
1668SP,08,09,954.00,1000.00,,,,,,,,,F,SM,01,0000,00,19000101
1668SP,08,00,,,,.00,4.00,8.00,12.00,16.00,21.00,25.00,M,SM,01,0000,00,19000101
1668SP,08,01,29.00,33.00,38.00,43.00,48.00,53.00,59.00,64.00,71.00,77.00,M,SM,01,0000,00,19000101
1668SP,08,02,84.00,91.00,98.00,106.00,114.00,122.00,131.00,140.00,149.00,159.00,M,SM,01,0000,00,19000101
1668SP,08,03,169.00,179.00,189.00,200.00,211.00,222.00,233.00,245.00,257.00,270.00,M,SM,01,0000,00,19000101
1668SP,08,04,283.00,296.00,309.00,323.00,336.00,351.00,365.00,379.00,394.00,409.00,M,SM,01,0000,00,19000101
1668SP,08,05,424.00,439.00,455.00,470.00,486.00,502.00,518.00,533.00,549.00,565.00,M,SM,01,0000,00,19000101
1668SP,08,06,581.00,597.00,612.00,628.00,643.00,658.00,672.00,686.00,700.00,713.00,M,SM,01,0000,00,19000101
1668SP,08,07,726.00,739.00,752.00,764.00,775.00,787.00,797.00,807.00,817.00,826.00,M,SM,01,0000,00,19000101
1668SP,08,08,835.00,844.00,853.00,863.00,873.00,885.00,898.00,912.00,927.00,941.00,M,SM,01,0000,00,19000101
1668SP,08,09,953.00,1000.00,,,,,,,,,M,SM,01,0000,00,19000101
1668SP,09,00,,,,.00,2.00,5.00,8.00,12.00,16.00,20.00,F,SM,01,0000,00,19000101
1668SP,09,01,24.00,28.00,32.00,37.00,41.00,46.00,51.00,57.00,62.00,68.00,F,SM,01,0000,00,19000101
1668SP,09,02,74.00,80.00,86.00,93.00,100.00,107.00,114.00,122.00,130.00,138.00,F,SM,01,0000,00,19000101
1668SP,09,03,147.00,155.00,164.00,173.00,182.00,192.00,202.00,212.00,222.00,233.00,F,SM,01,0000,00,19000101
1668SP,09,04,244.00,255.00,267.00,278.00,290.00,303.00,316.00,329.00,342.00,356.00,F,SM,01,0000,00,19000101
1668SP,09,05,370.00,385.00,400.00,416.00,431.00,447.00,463.00,479.00,496.00,513.00,F,SM,01,0000,00,19000101
1668SP,09,06,530.00,548.00,565.00,583.00,601.00,618.00,635.00,652.00,668.00,685.00,F,SM,01,0000,00,19000101
1668SP,09,07,701.00,717.00,732.00,747.00,762.00,776.00,789.00,801.00,813.00,825.00,F,SM,01,0000,00,19000101
1668SP,09,08,837.00,848.00,860.00,872.00,884.00,898.00,913.00,928.00,942.00,954.00,F,SM,01,0000,00,19000101
1668SP,09,09,1000.00,,,,,,,,,,F,SM,01,0000,00,19000101
1668SP,09,00,,,,.00,1.00,5.00,9.00,13.00,17.00,21.00,M,SM,01,0000,00,19000101
1668SP,09,01,25.00,30.00,34.00,39.00,44.00,50.00,55.00,61.00,67.00,74.00,M,SM,01,0000,00,19000101
1668SP,09,02,81.00,88.00,95.00,103.00,111.00,119.00,128.00,137.00,146.00,156.00,M,SM,01,0000,00,19000101
1668SP,09,03,166.00,176.00,186.00,197.00,208.00,219.00,231.00,242.00,255.00,267.00,M,SM,01,0000,00,19000101
1668SP,09,04,280.00,293.00,306.00,320.00,334.00,348.00,362.00,377.00,392.00,407.00,M,SM,01,0000,00,19000101
1668SP,09,05,422.00,437.00,453.00,469.00,484.00,500.00,516.00,532.00,548.00,563.00,M,SM,01,0000,00,19000101
1668SP,09,06,579.00,595.00,611.00,626.00,642.00,657.00,671.00,685.00,699.00,712.00,M,SM,01,0000,00,19000101
1668SP,09,07,725.00,738.00,751.00,763.00,775.00,786.00,796.00,806.00,816.00,825.00,M,SM,01,0000,00,19000101
1668SP,09,08,834.00,843.00,853.00,862.00,873.00,884.00,897.00,911.00,926.00,941.00,M,SM,01,0000,00,19000101
1668SP,09,09,952.00,1000.00,,,,,,,,,M,SM,01,0000,00,19000101
1668SP,10,00,,,,.00,2.00,6.00,9.00,13.00,17.00,21.00,F,SM,01,0000,00,19000101
1668SP,10,01,25.00,29.00,34.00,38.00,43.00,48.00,54.00,59.00,65.00,71.00,F,SM,01,0000,00,19000101
1668SP,10,02,77.00,84.00,90.00,97.00,104.00,112.00,120.00,128.00,136.00,144.00,F,SM,01,0000,00,19000101
1668SP,10,03,153.00,161.00,171.00,180.00,189.00,199.00,209.00,220.00,230.00,241.00,F,SM,01,0000,00,19000101
1668SP,10,04,253.00,264.00,276.00,288.00,301.00,314.00,327.00,340.00,354.00,369.00,F,SM,01,0000,00,19000101
1668SP,10,05,383.00,399.00,414.00,430.00,446.00,462.00,478.00,495.00,512.00,529.00,F,SM,01,0000,00,19000101
1668SP,10,06,546.00,564.00,582.00,599.00,617.00,634.00,651.00,667.00,684.00,700.00,F,SM,01,0000,00,19000101
1668SP,10,07,716.00,732.00,747.00,761.00,775.00,788.00,801.00,813.00,825.00,836.00,F,SM,01,0000,00,19000101
1668SP,10,08,848.00,859.00,871.00,884.00,898.00,912.00,927.00,942.00,953.00,1000.00,F,SM,01,0000,00,19000101
1668SP,10,00,,,,.00,1.00,5.00,9.00,13.00,17.00,22.00,M,SM,01,0000,00,19000101
1668SP,10,01,26.00,31.00,35.00,41.00,46.00,51.00,57.00,64.00,70.00,77.00,M,SM,01,0000,00,19000101
1668SP,10,02,84.00,92.00,99.00,108.00,116.00,125.00,134.00,143.00,152.00,162.00,M,SM,01,0000,00,19000101
1668SP,10,03,172.00,183.00,194.00,205.00,216.00,228.00,240.00,252.00,264.00,277.00,M,SM,01,0000,00,19000101
1668SP,10,04,290.00,304.00,317.00,331.00,346.00,360.00,375.00,389.00,404.00,420.00,M,SM,01,0000,00,19000101
1668SP,10,05,435.00,451.00,467.00,482.00,498.00,514.00,530.00,546.00,562.00,578.00,M,SM,01,0000,00,19000101
1668SP,10,06,594.00,609.00,625.00,640.00,655.00,670.00,684.00,698.00,711.00,724.00,M,SM,01,0000,00,19000101
1668SP,10,07,737.00,750.00,762.00,774.00,785.00,796.00,806.00,815.00,825.00,834.00,M,SM,01,0000,00,19000101
1668SP,10,08,843.00,852.00,862.00,872.00,884.00,897.00,911.00,926.00,941.00,952.00,M,SM,01,0000,00,19000101
1668SP,10,09,1000.00,,,,,,,,,,M,SM,01,0000,00,19000101
1668SP,11,00,,,,.00,2.00,6.00,10.00,14.00,18.00,22.00,F,SM,01,0000,00,19000101
1668SP,11,01,26.00,31.00,36.00,40.00,46.00,51.00,56.00,62.00,68.00,74.00,F,SM,01,0000,00,19000101
