POLICY_NUMBER,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,LOAN_BALANCE,MLOANPRIN_STAGING,MLOANBAL_STAGING,BA_REVIEW_FLAG
9010842863,13725.81,-13725.81,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010842962,44.37,-44.37,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010844069,172.86,13.81,186.67,186.67,186.67,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010844322,23531.76,-23531.76,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010844496,6398.21,-6398.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010845307,652.69,-652.69,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010845706,81.77,6.53,88.3,88.30,88.30,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010845880,100.85,-100.85,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010846851,48.95,-48.95,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010847191,1262.49,87.18,1349.67,1349.67,1349.67,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010847570,1243.05,-1243.05,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010847571,1362.84,108.91,1471.75,1471.75,1471.75,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010848255,7536.62,602.28,8138.9,8138.90,8138.90,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010848256,6759.98,540.21,7300.19,7300.19,7300.19,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010848292,6333.88,506.16,6840.04,6840.04,6840.04,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010851112,84.33,-84.33,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010851148,3038.6,-3038.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010851847,8342.66,-8342.66,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010852709,4766.31,-4766.31,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010852748,1209.55,92.2,1301.75,1301.75,1301.75,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010853070,4774.11,-4774.11,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010853285,8100.17,647.31,8747.48,8747.48,8747.48,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010854307,5861.47,339.09,6200.56,6200.56,6200.56,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010855657,358.58,-358.58,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010855945,4756.48,310.26,5066.74,5066.74,5066.74,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010856188,2316.82,-2316.82,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010856189,2071.8,165.56,2237.36,2237.36,2237.36,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010856925,9128.84,-9128.84,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010858099,29802.15,-29802.15,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010858124,2937.06,234.71,3171.77,3171.77,3171.77,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010858434,1848.62,124.32,1972.94,1972.94,1972.94,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010858435,1589.91,106.92,1696.83,1696.83,1696.83,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010858613,73.25,5.85,79.1,79.10,79.10,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010860471,6761.15,-6761.15,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010860472,15742.55,-15742.55,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010863788,3974.88,-3974.88,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010864397,3533.02,165.21,3698.23,3698.23,3698.23,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010866396,6.6,-6.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010867974,114.03,9.11,123.14,123.14,123.14,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010868131,45.33,-45.33,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010870474,12032.27,-12032.27,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010872105,6127.6,-6127.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010872324,20128.55,-20128.55,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010872404,2071.8,118.93,2190.73,2190.73,2190.73,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010872406,2225.76,127.77,2353.53,2353.53,2353.53,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010872522,2092.29,-2092.29,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010873155,3556.25,278.46,3834.71,3834.71,3834.71,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010873283,600.61,11.75,612.36,612.36,612.36,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010874688,2171.64,-2171.64,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010875065,13289.19,1061.99,14351.18,14351.18,14351.18,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010877009,5566.14,-5566.14,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010878099,1674.56,133.82,1808.38,1808.38,1808.38,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010880257,3554.23,-3554.23,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010880362,860.92,27.46,888.38,888.38,888.38,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010881272,3101.15,-3101.15,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010881301,37.49,0.97,38.46,38.46,38.46,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010882408,317.03,25.34,342.37,342.37,342.37,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010883172,2176.92,173.97,2350.89,2350.89,2350.89,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010883244,1723.47,137.73,1861.2,1861.20,1861.20,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010883533,5038.72,92.3,5131.02,5131.02,5131.02,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010886528,2671.19,-2671.19,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010887927,3792.96,-3792.96,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010887929,4227.62,-4227.62,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010891075,13091.94,180.48,13272.42,13272.42,13272.42,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010892327,956.23,-956.23,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010892695,7166.32,225.36,7391.68,7391.68,7391.68,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010894743,4302.0,-4302.0,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010895934,3245.77,215.36,3461.13,3461.13,3461.13,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010895935,1582.28,-1582.28,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010895936,1582.28,-1582.28,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010897521,1163.56,-1163.56,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010897662,4060.87,324.52,4385.39,4385.39,4385.39,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010897663,1462.7,116.89,1579.59,1579.59,1579.59,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010897664,6991.63,-6991.63,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010899709,67.88,-67.88,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010899715,1974.93,62.98,2037.91,2037.91,2037.91,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010899716,1954.48,75.29,2029.77,2029.77,2029.77,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010899717,1783.04,56.86,1839.9,1839.90,1839.90,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010899718,1828.96,58.33,1887.29,1887.29,1887.29,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010899761,47.6,-47.6,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010900512,3971.68,-3971.68,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010901657,2274.25,-2274.25,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010901775,43.5,-43.5,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010901832,106.37,7.77,114.14,114.14,114.14,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010904808,1698.11,-1698.11,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010904809,1515.77,-1515.77,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010904810,1627.62,-1627.62,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010905200,138.25,11.05,149.3,149.30,149.30,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010908068,4844.92,387.17,5232.09,5232.09,5232.09,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010908669,2836.99,226.71,3063.7,3063.70,3063.70,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010909669,8070.48,-8070.48,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010913059,995.46,79.55,1075.01,1075.01,1075.01,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010913799,4288.41,342.7,4631.11,4631.11,4631.11,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010917231,7423.1,-7423.1,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010917599,3709.54,195.09,3904.63,3904.63,3904.63,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010917600,689.75,-689.75,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010920186,4597.12,-4597.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010924513,234.51,18.74,253.25,253.25,253.25,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010924660,7668.43,612.81,8281.24,8281.24,8281.24,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010927421,122.57,-122.57,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010927552,4.13,-4.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010928491,68.75,-68.75,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010928495,1483.59,-1483.59,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010928497,5358.27,-5358.27,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010928498,7337.55,583.03,7920.58,7920.58,7920.58,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010928507,5200.05,415.55,5615.6,5615.60,5615.60,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010928775,13195.21,945.34,14140.55,14140.55,14140.55,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010933488,1768.13,131.94,1900.07,1900.07,1900.07,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010937087,701.24,-701.24,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010937735,6208.89,-6208.89,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010938121,172.3,-172.3,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010938321,61.47,3.65,65.12,65.12,65.12,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010942246,5480.08,374.7,5854.78,5854.78,5854.78,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010946647,1000.88,79.98,1080.86,1080.86,1080.86,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010949672,1222.78,-1222.78,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010951159,1790.22,143.06,1933.28,1933.28,1933.28,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010953834,5321.39,40.5,5361.89,5361.89,5361.89,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010956144,8120.03,-8120.03,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010956145,8121.53,-8121.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010958268,143.1,9.47,152.57,152.57,152.57,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010968283,13523.45,-13523.45,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010969329,10865.78,429.39,11295.17,11295.17,11295.17,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010979005,2830.57,226.2,3056.77,3056.77,3056.77,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010980833,5516.69,-5516.69,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010985597,349.07,-349.07,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010987089,7587.36,606.33,8193.69,8193.69,8193.69,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010987095,0.06,-0.06,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010987413,1800.0,143.01,1943.01,1943.01,1943.01,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010988150,9.83,-9.83,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010991108,6564.17,-6564.17,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010994236,2412.29,-2412.29,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010994968,228.13,-228.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010995983,3619.39,246.66,3866.05,3866.05,3866.05,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9010995984,3353.16,228.52,3581.68,3581.68,3581.68,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011000000,2670.33,213.4,2883.73,2883.73,2883.73,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011001627,15337.05,-15337.05,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011003108,3735.57,-3735.57,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011004587,1891.74,-1891.74,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011005435,5099.9,-5099.9,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011006697,2295.07,183.41,2478.48,2478.48,2478.48,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011008708,15600.57,285.17,15885.74,15885.74,15885.74,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011010387,2058.09,-2058.09,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011014578,5319.96,-5319.96,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011014579,24.18,-24.18,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011014580,46.74,-46.74,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011023549,19.63,-19.63,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011025612,509.27,-509.27,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011029547,4667.34,360.08,5027.42,5027.42,5027.42,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011033576,944.25,67.43,1011.68,1011.68,1011.68,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011038794,2.7,-2.7,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011041220,43.4,-43.4,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011042400,2931.47,-2931.47,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011042625,132.46,10.55,143.01,143.01,143.01,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011045768,1110.34,62.26,1172.6,1172.60,1172.60,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011045769,1324.44,74.26,1398.7,1398.70,1398.70,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011047682,1865.78,136.41,2002.19,2002.19,2002.19,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011047683,1900.91,151.91,2052.82,2052.82,2052.82,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011047684,1960.65,156.68,2117.33,2117.33,2117.33,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011050803,1536.05,122.75,1658.8,1658.80,1658.80,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011050804,1536.05,122.75,1658.8,1658.80,1658.80,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011051851,4607.13,-4607.13,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011052581,147.63,-147.63,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011053428,1830.56,-1830.56,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011057904,7832.87,-7832.87,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011059175,28.25,-28.25,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011059421,10586.69,-10586.69,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011060710,3411.95,164.89,3576.84,3576.84,3576.84,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011061607,1632.69,-1632.69,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011061723,171.03,10.15,181.18,181.18,181.18,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011066023,426.11,-426.11,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011068750,1568.07,125.31,1693.38,1693.38,1693.38,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011068751,1391.64,111.21,1502.85,1502.85,1502.85,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011071480,121.0,9.67,130.67,130.67,130.67,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011074703,1.95,-1.95,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011075595,2893.21,-2893.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011075596,953.21,-953.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011075754,1473.38,-1473.38,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011075863,2040.0,163.02,2203.02,2203.02,2203.02,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011077285,41647.53,-41647.53,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011078050,1038.84,-1038.84,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011078051,1436.95,-1436.95,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011078262,2315.85,-2315.85,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011078891,1622.36,129.65,1752.01,1752.01,1752.01,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011081463,4081.07,296.53,4377.6,4377.60,4377.60,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011081464,2455.37,180.63,2636.0,2636.00,2636.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011081465,942.98,69.8,1012.78,1012.78,1012.78,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011081966,4000.0,274.69,4274.69,4274.69,4274.69,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011081967,4000.0,271.04,4271.04,4271.04,4271.04,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011082681,165.11,9.8,174.91,174.91,174.91,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011087127,7596.17,-7596.17,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011087128,4692.94,-4692.94,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011087230,1574.36,118.67,1693.03,1693.03,1693.03,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011089397,1.56,-1.56,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011092549,1072.88,-1072.88,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011095330,5972.84,338.88,6311.72,6311.72,6311.72,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011095851,1021.21,-1021.21,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011096068,5218.64,417.04,5635.68,5635.68,5635.68,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011100907,71.49,5.71,77.2,77.20,77.20,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011101578,687.86,-687.86,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011101607,3159.85,-3159.85,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011102270,15401.91,-15401.91,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011102551,124.81,-124.81,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011102787,1177.62,-1177.62,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011104064,108.24,-108.24,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011105008,2264.06,-2264.06,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011105232,4355.95,335.24,4691.19,4691.19,4691.19,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011105385,42.04,-42.04,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011105386,7.14,-7.14,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011105523,2244.33,-2244.33,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011105839,4245.34,-4245.34,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011106598,1839.87,145.76,1985.63,1985.63,1985.63,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011107137,547.98,17.71,565.69,565.69,565.69,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011109446,24261.85,-24261.85,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011109994,11036.01,-11036.01,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011113250,39.57,-39.57,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011114096,3276.69,-3276.69,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011114950,718.06,-718.06,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011118229,121.0,9.67,130.67,130.67,130.67,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011118555,1724.73,137.83,1862.56,1862.56,1862.56,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011118615,12623.07,1008.75,13631.82,13631.82,13631.82,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011120297,6979.22,-6979.22,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011122230,145.91,-145.91,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011122680,1225.92,87.41,1313.33,1313.33,1313.33,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011129276,1719.62,-1719.62,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011129883,1381.65,21.41,1403.06,1403.06,1403.06,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011130547,1388.98,-1388.98,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011132516,4.63,-4.63,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011135494,6659.68,-6659.68,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011136476,3911.05,-3911.05,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011139474,20486.98,1637.19,22124.17,22124.17,22124.17,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011139778,558.12,-558.12,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011140185,612.54,48.95,661.49,661.49,661.49,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011140516,3250.27,-3250.27,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011140652,2968.14,-2968.14,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011141382,1221.02,88.17,1309.19,1309.19,1309.19,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
9011145429,11818.99,-11818.99,0.0,0.00,0.00,MLOANPRIN=LOAN_BALANCE per Issue #32 v1.2
