SOURCE_POLICY,MPOLICY,PLAN_CODE,QLA_PLAN,MLOANINTX,MLOANINTX_SOURCE,MLOANINTX_RAW_QUIKPLAN,NOTE
9011184753,011184753C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011185002,011185002C,L10 SR OLD,1L10SO,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011185059,011185059C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011185375,011185375C,L10 SR OLD,1L10SO,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011185943,011185943C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011185944,011185944C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011187300,011187300C,L10 SR OLD,1L10SO,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011188288,011188288C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011189530,011189530C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011189851,011189851C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011190146,011190146C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011190388,011190388C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011190668,011190668C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011191513,011191513C,L10 SR OLD,1L10SO,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011191779,011191779C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011191892,011191892C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011192121,011192121C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011193165,011193165C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011193218,011193218C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011193674,011193674C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011193692,011193692C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011194381,011194381C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011194729,011194729C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011194768,011194768C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011195139,011195139C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011195201,011195201C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011195601,011195601C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011195602,011195602C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011196134,011196134C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011196169,011196169C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011196170,011196170C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011196444,011196444C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011196445,011196445C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011196852,011196852C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011197220,011197220C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011197244,011197244C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011197712,011197712C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011197713,011197713C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011197714,011197714C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011197715,011197715C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011197716,011197716C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198043,011198043C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198246,011198246C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198305,011198305C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198306,011198306C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198765,011198765C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198799,011198799C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198845,011198845C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198871,011198871C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198926,011198926C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198951,011198951C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011198997,011198997C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011199549,011199549C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011199612,011199612C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011200008,011200008C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011200012,011200012C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011200196,011200196C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011200570,011200570C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011200673,011200673C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011200872,011200872C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011202381,011202381C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011203371,011203371C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011203455,011203455C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011203456,011203456C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011203458,011203458C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011203598,011203598C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011204257,011204257C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011205919,011205919C,L10 LP95SR,1L10SR,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011206410,011206410C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011206644,011206644C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207112,011207112C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207113,011207113C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207114,011207114C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207115,011207115C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207116,011207116C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207117,011207117C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207222,011207222C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011207733,011207733C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011208332,011208332C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011208787,011208787C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011209064,011209064C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011209262,011209262C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011209469,011209469C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011209496,011209496C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011209916,011209916C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011210060,011210060C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011210149,011210149C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011210611,011210611C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011210768,011210768C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011210769,011210769C,L10 PRE97,1L10OD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011211133,011211133C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011211134,011211134C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011211323,011211323C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011211326,011211326C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011212339,011212339C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011212602,011212602C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011213043,011213043C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011214223,011214223C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011214731,011214731C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011215024,011215024C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011215080,011215080C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011215081,011215081C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011215550,011215550C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011216127,011216127C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011216498,011216498C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011219517,011219517C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011220928,011220928C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011221209,011221209C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011221211,011221211C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011221537,011221537C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011224556,011224556C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011225015,011225015C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011225793,011225793C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011226273,011226273C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011226579,011226579C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011227429,011227429C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011227604,011227604C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011229737,011229737C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011229738,011229738C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011230767,011230767C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011232775,011232775C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011232776,011232776C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011235627,011235627C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011240164,011240164C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011243732,011243732C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011244378,011244378C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011246246,011246246C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011249830,011249830C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011249831,011249831C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011250566,011250566C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011250919,011250919C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011251166,011251166C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011251167,011251167C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011251369,011251369C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011253007,011253007C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011255665,011255665C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011257022,011257022C,L15,1L15GD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011257037,011257037C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011257043,011257043C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011257863,011257863C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011261640,011261640C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011262630,011262630C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011262631,011262631C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011262825,011262825C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011263126,011263126C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011263483,011263483C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011263484,011263484C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011263511,011263511C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011264015,011264015C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011264194,011264194C,L15,1L15GD,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011267253,011267253C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011268761,011268761C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011269166,011269166C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011269263,011269263C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011269382,011269382C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011271252,011271252C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011271994,011271994C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011272310,011272310C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011273881,011273881C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011273882,011273882C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011273928,011273928C,L14,1L14SC,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011274753,011274753C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011274754,011274754C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011274755,011274755C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011275503,011275503C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9011283014,011283014C,L10 LP95,1L1095,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9015000171,015000171C,10827 CSI5,17CSI5,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9015000181,015000181C,10827 CSI5,17CSI5,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
9015000466,015000466C,10827 CSI7,17CSI7,A,default,22,QuikPlan LOANINTX missing or invalid; applied mloanintx_default.
