POLICY_NUMBER,ACCRUAL_DATE,LAST_CHG_DATE,LAST_CHG_TIME,LOAN_BALANCE,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,ACCRUED_INT_AMT,INTEREST_RATE,INTEREST_TYPE,INT_METHOD,STATUS_CODE,TYPE_CODE,LAST_REPAY_DATE,CAPITALIZED_DATE,INT_START_DATE,_LATEST_BALANCE_CLASS
9010899709   ,    20190826,     20190903,       162146,         .00,           67.88,        -67.88,            .00,        .0740,F            ,D         ,H          ,         ,       20190826,               0,      20190826,ZERO_BALANCE_HOLD
9010899715   ,    20260526,     20260526,       181245,     2091.05,         1936.31,        154.74,            .00,        .0740,F            ,D         ,A          ,R        ,       20260427,        20260526,      20260526,ACTIVE_CANDIDATE
9010899716   ,    20260528,     20260528,       180520,     1904.04,         1929.04,        -25.00,            .00,        .0740,F            ,D         ,H          ,R        ,       20260528,               0,      20260528,ACTIVE_CANDIDATE
9010899717   ,    20260526,     20260526,       181246,     1877.22,         1738.31,        138.91,            .00,        .0740,F            ,D         ,A          ,R        ,       20260427,        20260526,      20260526,ACTIVE_CANDIDATE
9010899718   ,    20260526,     20260526,       181246,     1928.39,         1785.69,        142.70,            .00,        .0740,F            ,D         ,A          ,R        ,       20260427,        20260526,      20260526,ACTIVE_CANDIDATE
9010899761   ,    20190906,     20190906,       150342,         .00,           47.60,        -47.60,            .00,        .0740,F            ,D         ,H          ,         ,       20190906,               0,      20190906,ZERO_BALANCE_HOLD
9010900512   ,    20210601,     20210506,       103421,         .00,         3971.68,      -3971.68,            .00,        .0740,F            ,D         ,H          ,         ,       20210601,               0,      20210601,ZERO_BALANCE_HOLD
9010901657   ,    20260301,     20260430,       180519,         .00,         2408.86,      -2408.86,            .00,        .0740,F            ,D         ,H          ,         ,       20260301,               0,      20260301,ZERO_BALANCE_HOLD
9010901775   ,    20171113,     20171113,        95713,         .00,           43.50,        -43.50,            .00,        .0740,F            ,D         ,H          ,R        ,       20171113,               0,      20171113,ZERO_BALANCE_HOLD
9010901832   ,    20230701,     20230830,       184445,      114.14,          106.37,          7.77,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20230701,      20230701,ACTIVE_CANDIDATE
9010904808   ,    20190723,     20190723,       133544,         .00,         1698.11,      -1698.11,            .00,        .0740,F            ,D         ,H          ,         ,       20190723,               0,      20190723,ZERO_BALANCE_HOLD
9010904809   ,    20190723,     20190723,       134234,         .00,         1515.77,      -1515.77,            .00,        .0740,F            ,D         ,H          ,         ,       20190723,               0,      20190723,ZERO_BALANCE_HOLD
9010904810   ,    20190723,     20190723,       132654,         .00,         1627.62,      -1627.62,            .00,        .0740,F            ,D         ,H          ,         ,       20190723,               0,      20190723,ZERO_BALANCE_HOLD
9010905200   ,    20230617,     20230816,       190859,      149.30,          138.25,         11.05,            .00,        .0740,F            ,D         ,R          ,A        ,       20180918,        20230617,      20230617,ACTIVE_CANDIDATE
9010908068   ,    20250701,     20250715,       180233,     5232.09,         4844.92,        387.17,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20250701,      20250701,ACTIVE_CANDIDATE
9010908669   ,    20250701,     20250701,       184810,     3063.70,         2836.99,        226.71,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20250701,      20250701,ACTIVE_CANDIDATE
9010909669   ,    20160707,     20160906,       204232,         .00,         8070.48,      -8070.48,            .00,        .0740,F            ,D         ,H          ,         ,       20160707,               0,      20160707,ZERO_BALANCE_HOLD
9010913059   ,    20260115,     20260316,       180950,     1034.47,         1075.01,        -40.54,            .00,        .0740,F            ,D         ,H          ,A        ,       20230816,               0,      20260115,ACTIVE_CANDIDATE
9010913799   ,    20250724,     20250922,       181317,     4631.11,         4288.41,        342.70,            .00,        .0740,F            ,D         ,A          ,A        ,       20080806,        20250724,      20250724,ACTIVE_CANDIDATE
9010917231   ,    20230603,     20230511,        85550,         .00,         7423.10,      -7423.10,            .00,        .0740,F            ,D         ,H          ,         ,       20230603,               0,      20230603,ZERO_BALANCE_HOLD
9010917599   ,    20260504,     20260505,        85616,     3879.89,         3806.84,         73.05,            .00,        .0740,F            ,D         ,A          ,R        ,       20260504,        20260504,      20260504,ACTIVE_CANDIDATE
9010917600   ,    20190718,     20190814,        95211,         .00,          689.75,       -689.75,            .00,        .0740,F            ,D         ,H          ,         ,       20190718,               0,      20190718,ZERO_BALANCE_HOLD
9010920186   ,    20240814,     20241014,       181237,         .00,         4597.12,      -4597.12,            .00,        .0740,F            ,D         ,H          ,         ,       20240814,               0,      20240814,ZERO_BALANCE_HOLD
9010924513   ,    20120828,     20121029,       193858,      253.25,          234.51,         18.74,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20120828,      20120828,ACTIVE_CANDIDATE
9010924660   ,    20250904,     20250904,       175931,     8281.24,         7668.43,        612.81,            .00,        .0740,F            ,D         ,A          ,R        ,       20250829,        20250904,      20250904,ACTIVE_CANDIDATE
9010927421   ,    20230522,     20230522,       182056,         .00,          122.57,       -122.57,            .00,        .0740,F            ,D         ,H          ,R        ,       20230522,               0,      20230522,ZERO_BALANCE_HOLD
9010927552   ,    20080925,     20080926,        70508,         .00,            4.13,         -4.13,            .00,        .0740,F            ,D         ,H          ,R        ,       20080925,               0,      20080925,ZERO_BALANCE_HOLD
9010928491   ,    20130930,     20131001,        91013,         .00,           68.75,        -68.75,            .00,        .0740,F            ,D         ,H          ,R        ,       20130930,               0,      20130930,ZERO_BALANCE_HOLD
9010928495   ,    20241003,     20250117,        94852,         .00,         1483.59,      -1483.59,            .00,        .0740,F            ,D         ,H          ,         ,       20241003,               0,      20241003,ZERO_BALANCE_HOLD
9010928497   ,    20180501,     20180619,       111606,         .00,         5358.27,      -5358.27,            .00,        .0740,F            ,D         ,H          ,         ,       20180501,               0,      20180501,ZERO_BALANCE_HOLD
9010928498   ,    20260501,     20260501,       184604,     7841.63,         7543.53,        298.10,            .00,        .0740,F            ,D         ,A          ,R        ,       20260501,        20260501,      20260501,ACTIVE_CANDIDATE
9010928507   ,    20251001,     20251001,       185325,     5615.60,         5200.05,        415.55,            .00,        .0740,F            ,D         ,A          ,R        ,       20241017,        20251001,      20251001,ACTIVE_CANDIDATE
9010928775   ,    20260413,     20260414,       111249,    13783.08,        13246.32,        536.76,            .00,        .0740,F            ,D         ,A          ,R        ,       20260413,        20260413,      20260413,ACTIVE_CANDIDATE
9010933488   ,    20251028,     20251029,       123847,     1900.07,         1768.13,        131.94,            .00,        .0740,F            ,D         ,A          ,R        ,       20251028,        20251028,      20251028,ACTIVE_CANDIDATE
9010937087   ,    20241017,     20241216,       182233,         .00,          701.24,       -701.24,            .00,        .0740,F            ,D         ,H          ,         ,       20241017,               0,      20241017,ZERO_BALANCE_HOLD
9010937735   ,    20250420,     20250321,       180114,         .00,         6208.89,      -6208.89,            .00,        .0740,F            ,D         ,R          ,         ,       20250420,               0,      20250420,ZERO_BALANCE_HOLD
9010938121   ,    20250129,     20250130,       125347,         .00,          172.30,       -172.30,            .00,        .0740,F            ,D         ,H          ,R        ,       20250129,               0,      20250129,ZERO_BALANCE_HOLD
9010938321   ,    20180125,     20180326,       180439,       65.12,           61.47,          3.65,            .00,        .0740,F            ,D         ,R          ,A        ,       20171025,        20180125,      20180125,ACTIVE_CANDIDATE
9010942246   ,    20260511,     20260512,       132802,     5665.38,         5451.16,        214.22,            .00,        .0740,F            ,D         ,A          ,R        ,       20260511,        20260511,      20260511,ACTIVE_CANDIDATE
9010946647   ,    20260106,     20260106,       181310,     1001.28,          931.88,         69.40,            .00,        .0740,F            ,D         ,A          ,R        ,       20260106,        20260106,      20260106,ACTIVE_CANDIDATE
9010949672   ,    20221113,     20230112,       191515,         .00,         1222.78,      -1222.78,            .00,        .0740,F            ,D         ,H          ,         ,       20221113,               0,      20221113,ZERO_BALANCE_HOLD
9010951159   ,    20260109,     20260112,       105750,     1797.88,         1933.28,       -135.40,            .00,        .0740,F            ,D         ,H          ,R        ,       20250116,               0,      20260109,ACTIVE_CANDIDATE
9010953834   ,    20260518,     20260519,        71321,     5519.05,         5265.81,        253.24,            .00,        .0740,F            ,D         ,A          ,R        ,       20260518,        20260518,      20260518,ACTIVE_CANDIDATE
9010956144   ,    20190208,     20190208,       144509,         .00,         8120.03,      -8120.03,            .00,        .0740,F            ,D         ,H          ,         ,       20190208,               0,      20190208,ZERO_BALANCE_HOLD
9010956145   ,    20190212,     20190214,       104330,     8121.53,         8715.30,       -593.77,            .00,        .0740,F            ,D         ,H          ,         ,       20180118,               0,      20190212,ACTIVE_CANDIDATE
9010958268   ,    20260125,     20260126,       180827,      164.76,          152.57,         12.19,            .00,        .0740,F            ,D         ,A          ,R        ,       20240222,        20260125,      20260125,ACTIVE_CANDIDATE
9010968283   ,    20230224,     20230425,       183127,         .00,        13523.45,     -13523.45,            .00,        .0740,F            ,D         ,H          ,         ,       20230224,               0,      20230224,ZERO_BALANCE_HOLD
9010969329   ,    20260222,     20260423,       180950,    11428.91,        11295.17,        133.74,            .00,        .0740,F            ,D         ,H          ,A        ,       20190226,        20250822,      20260222,ACTIVE_CANDIDATE
9010979005   ,    20260404,     20260415,       181345,     3301.05,         3056.77,        244.28,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20260404,      20260404,ACTIVE_CANDIDATE
9010980833   ,    20170408,     20170607,       191333,         .00,         5516.69,      -5516.69,            .00,        .0740,F            ,D         ,H          ,         ,       20170408,               0,      20170408,ZERO_BALANCE_HOLD
9010985597   ,    20190501,     20190628,       151501,         .00,          349.07,       -349.07,            .00,        .0740,F            ,D         ,H          ,         ,       20190501,               0,      20190501,ZERO_BALANCE_HOLD
9010987089   ,    20260209,     20260410,       180854,     8288.04,         8130.26,        157.78,            .00,        .0740,F            ,D         ,A          ,A        ,       20200821,        20260209,      20260209,ACTIVE_CANDIDATE
9010987095   ,    20041115,     20041115,        74435,         .00,             .06,          -.06,            .00,        .0740,F            ,D         ,H          ,R        ,       20041115,               0,      20041115,ZERO_BALANCE_HOLD
9010987413   ,    20090521,     20090521,        83835,     1943.01,         1800.00,        143.01,            .00,        .0740,F            ,D         ,R          ,R        ,              0,        20090521,      20090521,ACTIVE_CANDIDATE
9010988150   ,    20091109,     20091109,       205056,         .00,            9.83,         -9.83,            .00,        .0740,F            ,D         ,H          ,R        ,       20091109,               0,      20091109,ZERO_BALANCE_HOLD
9010991108   ,    20140505,     20140509,        93514,         .00,         6564.17,      -6564.17,            .00,        .0740,F            ,D         ,H          ,R        ,       20140505,               0,      20140505,ZERO_BALANCE_HOLD
9010994236   ,    20051101,     20051027,       141126,         .00,         2412.29,      -2412.29,            .00,        .0740,F            ,D         ,H          ,R        ,       20051101,               0,      20051101,ZERO_BALANCE_HOLD
9010994968   ,    20200421,     20200421,        91230,         .00,          228.13,       -228.13,            .00,        .0740,F            ,D         ,H          ,         ,       20200421,               0,      20200421,ZERO_BALANCE_HOLD
9010995983   ,    20250922,     20250923,       130350,     3866.05,         3619.39,        246.66,            .00,        .0740,F            ,D         ,A          ,R        ,       20250922,        20250922,      20250922,ACTIVE_CANDIDATE
9010995984   ,    20250922,     20250923,       130409,     3581.68,         3353.16,        228.52,            .00,        .0740,F            ,D         ,A          ,R        ,       20250922,        20250922,      20250922,ACTIVE_CANDIDATE
9011000000   ,    20260307,     20260506,       180324,     2948.04,         2836.87,        111.17,            .00,        .0740,F            ,D         ,A          ,A        ,       20170911,        20260307,      20260307,ACTIVE_CANDIDATE
9011001627   ,    20120201,     20120207,       111926,         .00,        15337.05,     -15337.05,            .00,        .0740,F            ,D         ,H          ,         ,       20120201,               0,      20120201,ZERO_BALANCE_HOLD
9011003108   ,    20180801,     20180820,       111354,         .00,         3735.57,      -3735.57,            .00,        .0740,F            ,D         ,H          ,         ,       20180801,               0,      20180801,ZERO_BALANCE_HOLD
