PLAN,AGE,CNTL,CV0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
10RW8,25,01,67.00,77.00,87.00,98.00,108.00,119.00,131.00,142.00,154.00,167.00,0,00,00,0000,00,19000101
10RW8,25,05,,,,,,,,,,387.00,0,00,00,0000,00,19000101
10RW8,25,06,,,,,471.00,,,,,,0,00,00,0000,00,19000101
10RW8,26,00,.00,.00,1.00,9.00,17.00,25.00,34.00,42.00,52.00,61.00,0,00,00,0000,00,19000101
10RW8,26,01,71.00,81.00,92.00,102.00,114.00,125.00,137.00,149.00,161.00,174.00,0,00,00,0000,00,19000101
10RW8,26,05,,,,,,,,,,383.00,0,00,00,0000,00,19000101
10RW8,26,06,,,,,468.00,,,,,,0,00,00,0000,00,19000101
10RW8,27,00,.00,.00,2.00,10.00,18.00,27.00,36.00,45.00,55.00,65.00,0,00,00,0000,00,19000101
10RW8,27,01,75.00,85.00,96.00,108.00,119.00,131.00,143.00,155.00,168.00,181.00,0,00,00,0000,00,19000101
10RW8,27,05,,,,,,,,,,379.00,0,00,00,0000,00,19000101
10RW8,27,06,,,,,464.00,,,,,,0,00,00,0000,00,19000101
10RW8,28,00,.00,.00,3.00,11.00,20.00,29.00,38.00,48.00,58.00,68.00,0,00,00,0000,00,19000101
10RW8,28,01,79.00,90.00,101.00,113.00,124.00,137.00,149.00,162.00,175.00,189.00,0,00,00,0000,00,19000101
10RW8,28,05,,,,,,,,,,391.00,0,00,00,0000,00,19000101
10RW8,28,06,,,,,478.00,,,,,,0,00,00,0000,00,19000101
10RW8,29,00,.00,.00,4.00,12.00,21.00,31.00,41.00,51.00,61.00,72.00,0,00,00,0000,00,19000101
10RW8,29,01,83.00,94.00,106.00,118.00,130.00,143.00,156.00,169.00,183.00,197.00,0,00,00,0000,00,19000101
10RW8,29,05,,,,,,,,,,369.00,0,00,00,0000,00,19000101
10RW8,29,06,,,,,456.00,,,,,,0,00,00,0000,00,19000101
10RW8,30,00,.00,.00,4.00,13.00,23.00,33.00,43.00,53.00,64.00,75.00,0,00,00,0000,00,19000101
10RW8,30,01,87.00,99.00,111.00,123.00,136.00,149.00,162.00,176.00,190.00,204.00,0,00,00,0000,00,19000101
10RW8,30,05,,,,,,,,,,364.00,0,00,00,0000,00,19000101
10RW8,30,06,,,,,452.00,,,,,,0,00,00,0000,00,19000101
10RW8,31,00,.00,.00,5.00,15.00,24.00,35.00,45.00,56.00,67.00,79.00,0,00,00,0000,00,19000101
10RW8,31,01,91.00,103.00,116.00,128.00,142.00,155.00,169.00,183.00,198.00,213.00,0,00,00,0000,00,19000101
10RW8,31,05,,,,,,,,,,359.00,0,00,00,0000,00,19000101
10RW8,31,06,,,,,447.00,,,,,,0,00,00,0000,00,19000101
10RW8,32,00,.00,.00,6.00,16.00,26.00,37.00,48.00,59.00,71.00,83.00,0,00,00,0000,00,19000101
10RW8,32,01,95.00,108.00,121.00,134.00,147.00,161.00,176.00,190.00,206.00,221.00,0,00,00,0000,00,19000101
10RW8,32,05,,,,,,,,,,353.00,0,00,00,0000,00,19000101
10RW8,32,06,,,,,442.00,,,,,,0,00,00,0000,00,19000101
10RW8,33,00,.00,.00,6.00,17.00,28.00,39.00,50.00,62.00,74.00,86.00,0,00,00,0000,00,19000101
10RW8,33,01,99.00,112.00,126.00,139.00,154.00,168.00,183.00,198.00,214.00,229.00,0,00,00,0000,00,19000101
10RW8,33,05,,,,,,,,,,347.00,0,00,00,0000,00,19000101
10RW8,33,06,,,,,437.00,,,,,,0,00,00,0000,00,19000101
10RW8,34,00,.00,.00,7.00,18.00,29.00,41.00,53.00,65.00,77.00,90.00,0,00,00,0000,00,19000101
10RW8,34,01,104.00,117.00,131.00,145.00,160.00,175.00,190.00,206.00,222.00,238.00,0,00,00,0000,00,19000101
10RW8,34,05,,,,,,,,,,340.00,0,00,00,0000,00,19000101
10RW8,34,06,,,,,431.00,,,,,,0,00,00,0000,00,19000101
10RW8,35,00,.00,.00,8.00,19.00,31.00,43.00,55.00,68.00,81.00,94.00,0,00,00,0000,00,19000101
10RW8,35,01,108.00,122.00,136.00,151.00,166.00,182.00,198.00,214.00,230.00,247.00,0,00,00,0000,00,19000101
10RW8,35,05,,,,,,,,,,334.00,0,00,00,0000,00,19000101
10RW8,35,06,,,,,425.00,,,,,,0,00,00,0000,00,19000101
10RW8,36,00,.00,.00,9.00,20.00,33.00,45.00,58.00,71.00,84.00,98.00,0,00,00,0000,00,19000101
10RW8,36,01,112.00,127.00,142.00,157.00,173.00,189.00,205.00,222.00,239.00,256.00,0,00,00,0000,00,19000101
10RW8,36,05,,,,,,,,,,326.00,0,00,00,0000,00,19000101
10RW8,36,06,,,,,419.00,,,,,,0,00,00,0000,00,19000101
10RW8,37,00,.00,.00,9.00,22.00,34.00,47.00,60.00,74.00,88.00,102.00,0,00,00,0000,00,19000101
10RW8,37,01,117.00,132.00,148.00,163.00,180.00,196.00,213.00,230.00,247.00,265.00,0,00,00,0000,00,19000101
10RW8,37,05,,,,,,,,,,319.00,0,00,00,0000,00,19000101
10RW8,37,06,,,,,413.00,,,,,,0,00,00,0000,00,19000101
10RW8,38,00,.00,.00,10.00,23.00,36.00,49.00,63.00,77.00,92.00,107.00,0,00,00,0000,00,19000101
10RW8,38,01,122.00,138.00,154.00,170.00,187.00,204.00,221.00,238.00,256.00,274.00,0,00,00,0000,00,19000101
10RW8,38,05,,,,,,,,,,311.00,0,00,00,0000,00,19000101
10RW8,38,06,,,,,406.00,,,,,,0,00,00,0000,00,19000101
10RW8,39,00,.00,.00,11.00,24.00,38.00,52.00,66.00,81.00,96.00,111.00,0,00,00,0000,00,19000101
10RW8,39,01,127.00,143.00,160.00,177.00,194.00,211.00,229.00,247.00,265.00,283.00,0,00,00,0000,00,19000101
10RW8,39,05,,,,,,,,,,302.00,0,00,00,0000,00,19000101
10RW8,39,06,,,,,398.00,,,,,,0,00,00,0000,00,19000101
10RW8,40,00,.00,.00,11.00,25.00,39.00,54.00,69.00,84.00,100.00,116.00,0,00,00,0000,00,19000101
10RW8,40,01,132.00,149.00,166.00,183.00,201.00,219.00,237.00,256.00,274.00,293.00,0,00,00,0000,00,19000101
10RW8,40,06,,,,,390.00,,,,,,0,00,00,0000,00,19000101
10RW8,41,00,.00,.00,12.00,26.00,41.00,56.00,72.00,88.00,104.00,120.00,0,00,00,0000,00,19000101
10RW8,41,01,137.00,155.00,172.00,190.00,208.00,227.00,246.00,264.00,284.00,303.00,0,00,00,0000,00,19000101
10RW8,41,06,,,,,382.00,,,,,,0,00,00,0000,00,19000101
10RW8,42,00,.00,.00,13.00,28.00,43.00,59.00,75.00,91.00,108.00,125.00,0,00,00,0000,00,19000101
10RW8,42,01,143.00,161.00,179.00,197.00,216.00,235.00,254.00,274.00,293.00,313.00,0,00,00,0000,00,19000101
10RW8,42,06,,,,,374.00,,,,,,0,00,00,0000,00,19000101
10RW8,43,00,.00,.00,14.00,29.00,45.00,61.00,78.00,95.00,113.00,130.00,0,00,00,0000,00,19000101
10RW8,43,01,149.00,167.00,186.00,205.00,224.00,243.00,263.00,283.00,303.00,324.00,0,00,00,0000,00,19000101
10RW8,43,06,,,,,364.00,,,,,,0,00,00,0000,00,19000101
10RW8,44,00,.00,.00,14.00,30.00,47.00,64.00,81.00,99.00,117.00,136.00,0,00,00,0000,00,19000101
10RW8,44,01,154.00,173.00,193.00,212.00,232.00,252.00,272.00,293.00,313.00,334.00,0,00,00,0000,00,19000101
10RW8,44,06,,,,,355.00,,,,,,0,00,00,0000,00,19000101
10RW8,45,00,.00,.00,15.00,32.00,49.00,67.00,85.00,103.00,122.00,141.00,0,00,00,0000,00,19000101
10RW8,45,01,160.00,180.00,200.00,220.00,240.00,261.00,281.00,302.00,324.00,345.00,0,00,00,0000,00,19000101
10RW8,46,00,.00,.00,16.00,33.00,51.00,70.00,88.00,108.00,127.00,146.00,0,00,00,0000,00,19000101
10RW8,46,01,166.00,186.00,207.00,227.00,248.00,270.00,291.00,312.00,334.00,355.00,0,00,00,0000,00,19000101
10RW8,47,00,.00,.00,17.00,35.00,54.00,73.00,92.00,112.00,132.00,152.00,0,00,00,0000,00,19000101
10RW8,47,01,172.00,193.00,214.00,235.00,257.00,279.00,301.00,322.00,344.00,366.00,0,00,00,0000,00,19000101
10RW8,48,00,.00,.00,18.00,37.00,56.00,76.00,96.00,116.00,137.00,157.00,0,00,00,0000,00,19000101
10RW8,48,01,179.00,200.00,222.00,244.00,266.00,288.00,310.00,332.00,355.00,377.00,0,00,00,0000,00,19000101
10RW8,49,00,.00,.00,19.00,38.00,58.00,79.00,99.00,120.00,142.00,163.00,0,00,00,0000,00,19000101
10RW8,49,01,185.00,207.00,229.00,252.00,275.00,297.00,320.00,342.00,365.00,388.00,0,00,00,0000,00,19000101
10RW8,50,00,.00,.00,20.00,40.00,61.00,82.00,103.00,125.00,147.00,169.00,0,00,00,0000,00,19000101
10RW8,50,01,192.00,214.00,237.00,260.00,283.00,306.00,330.00,353.00,376.00,399.00,0,00,00,0000,00,19000101
10RW8,51,00,.00,.00,20.00,42.00,63.00,85.00,107.00,129.00,152.00,175.00,0,00,00,0000,00,19000101
10RW8,51,01,198.00,222.00,245.00,269.00,292.00,316.00,339.00,363.00,386.00,410.00,0,00,00,0000,00,19000101
10RW8,52,00,.00,.00,21.00,43.00,65.00,88.00,111.00,134.00,157.00,181.00,0,00,00,0000,00,19000101
10RW8,52,01,205.00,229.00,253.00,277.00,301.00,325.00,349.00,373.00,397.00,421.00,0,00,00,0000,00,19000101
10RW8,53,00,.00,.00,22.00,44.00,68.00,91.00,115.00,139.00,163.00,187.00,0,00,00,0000,00,19000101
10RW8,53,01,212.00,236.00,261.00,286.00,310.00,335.00,359.00,384.00,408.00,432.00,0,00,00,0000,00,19000101
10RW8,54,00,.00,.00,22.00,46.00,70.00,94.00,119.00,144.00,169.00,194.00,0,00,00,0000,00,19000101
10RW8,54,01,219.00,244.00,269.00,294.00,319.00,344.00,370.00,394.00,419.00,443.00,0,00,00,0000,00,19000101
10RW8,55,00,.00,.00,23.00,47.00,72.00,97.00,123.00,149.00,174.00,200.00,0,00,00,0000,00,19000101
10RW8,55,01,226.00,251.00,277.00,303.00,329.00,354.00,380.00,405.00,430.00,454.00,0,00,00,0000,00,19000101
10RW8,56,00,.00,.00,24.00,49.00,75.00,101.00,127.00,154.00,180.00,206.00,0,00,00,0000,00,19000101
10RW8,56,01,233.00,259.00,286.00,312.00,338.00,364.00,390.00,415.00,440.00,464.00,0,00,00,0000,00,19000101
10RW8,57,00,.00,.00,24.00,51.00,78.00,105.00,132.00,159.00,186.00,213.00,0,00,00,0000,00,19000101
10RW8,57,01,240.00,267.00,294.00,321.00,348.00,374.00,400.00,425.00,450.00,474.00,0,00,00,0000,00,19000101
10RW8,58,00,.00,.00,25.00,53.00,80.00,108.00,136.00,164.00,191.00,219.00,0,00,00,0000,00,19000101
10RW8,58,01,247.00,275.00,303.00,330.00,357.00,384.00,410.00,435.00,459.00,483.00,0,00,00,0000,00,19000101
10RW8,59,00,.00,.00,26.00,54.00,83.00,111.00,140.00,169.00,197.00,226.00,0,00,00,0000,00,19000101
10RW8,59,01,254.00,283.00,311.00,339.00,367.00,393.00,419.00,444.00,468.00,492.00,0,00,00,0000,00,19000101
10RW8,60,00,.00,.00,28.00,57.00,86.00,116.00,145.00,174.00,204.00,233.00,0,00,00,0000,00,19000101
10RW8,60,01,263.00,292.00,320.00,349.00,376.00,402.00,428.00,453.00,478.00,502.00,0,00,00,0000,00,19000101
10RW8,61,00,.00,.00,31.00,61.00,91.00,121.00,151.00,182.00,212.00,242.00,0,00,00,0000,00,19000101
10RW8,61,01,272.00,302.00,330.00,359.00,386.00,412.00,438.00,463.00,488.00,512.00,0,00,00,0000,00,19000101
10RW8,62,00,.00,2.00,34.00,65.00,96.00,127.00,158.00,189.00,220.00,251.00,0,00,00,0000,00,19000101
10RW8,62,01,281.00,311.00,340.00,368.00,395.00,422.00,448.00,473.00,498.00,523.00,0,00,00,0000,00,19000101
10RW8,63,00,.00,5.00,37.00,69.00,101.00,133.00,165.00,197.00,228.00,260.00,0,00,00,0000,00,19000101
10RW8,63,01,290.00,320.00,349.00,377.00,404.00,431.00,457.00,483.00,508.00,533.00,0,00,00,0000,00,19000101
10RW8,64,00,.00,7.00,40.00,73.00,106.00,139.00,172.00,204.00,237.00,268.00,0,00,00,0000,00,19000101
10RW8,64,01,299.00,329.00,358.00,386.00,413.00,440.00,467.00,493.00,518.00,542.00,0,00,00,0000,00,19000101
10RW8,65,00,.00,9.00,43.00,77.00,111.00,145.00,179.00,212.00,245.00,276.00,0,00,00,0000,00,19000101
10RW8,65,01,307.00,337.00,366.00,394.00,422.00,450.00,477.00,503.00,527.00,551.00,0,00,00,0000,00,19000101
10RW8A,00,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,00,09,.00,.00,.00,.00,.00,.00,.00,.00,.00,,0,00,00,0000,00,19000101
10RW8A,01,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,01,09,.00,.00,.00,.00,.00,.00,.00,.00,,,0,00,00,0000,00,19000101
10RW8A,02,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,02,09,.00,.00,.00,.00,.00,.00,.00,,,,0,00,00,0000,00,19000101
10RW8A,03,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,03,09,.00,.00,.00,.00,.00,.00,,,,,0,00,00,0000,00,19000101
10RW8A,04,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,04,09,.00,.00,.00,.00,.00,,,,,,0,00,00,0000,00,19000101
10RW8A,05,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,05,09,.00,.00,.00,.00,,,,,,,0,00,00,0000,00,19000101
10RW8A,06,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,06,09,.00,.00,.00,,,,,,,,0,00,00,0000,00,19000101
10RW8A,07,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,07,09,.00,.00,,,,,,,,,0,00,00,0000,00,19000101
10RW8A,08,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,08,09,.00,,,,,,,,,,0,00,00,0000,00,19000101
10RW8A,09,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,09,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,10,08,.00,.00,.00,.00,.00,.00,.00,.00,.00,,0,00,00,0000,00,19000101
10RW8A,11,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,11,08,.00,.00,.00,.00,.00,.00,.00,.00,,,0,00,00,0000,00,19000101
10RW8A,12,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,12,08,.00,.00,.00,.00,.00,.00,.00,,,,0,00,00,0000,00,19000101
10RW8A,13,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,05,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,06,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,07,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,13,08,.00,.00,.00,.00,.00,.00,,,,,0,00,00,0000,00,19000101
10RW8A,14,00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,14,01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
10RW8A,14,02,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,0,00,00,0000,00,19000101
