PLAN,AGE,CNTL,TV0,TV1,TV2,TV3,TV4,TV5,TV6,TV7,TV8,TV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
109PMN,19,06,702.69,719.72,736.45,752.86,768.87,784.39,799.33,813.56,826.97,839.48,M,NS,00,0000,00,19000101
109PMN,19,07,851.10,861.88,871.98,881.66,891.28,901.42,913.00,926.54,943.52,966.45,M,NS,00,0000,00,19000101
109PMN,19,08,1000.00,,,,,,,,,,M,NS,00,0000,00,19000101
109PMN,20,00,.00,4.68,9.56,14.65,19.93,25.40,31.20,37.23,43.54,50.12,M,NS,00,0000,00,19000101
109PMN,20,01,56.96,64.03,71.33,78.81,86.46,94.27,102.23,110.35,118.67,127.22,M,NS,00,0000,00,19000101
109PMN,20,02,136.03,145.09,154.39,163.96,173.81,183.98,194.47,205.29,216.45,227.95,M,NS,00,0000,00,19000101
109PMN,20,03,239.80,251.96,264.41,277.15,290.19,303.53,317.23,331.29,345.74,360.58,M,NS,00,0000,00,19000101
109PMN,20,04,375.77,391.28,407.06,423.09,439.38,455.90,472.68,489.71,506.99,524.50,M,NS,00,0000,00,19000101
109PMN,20,05,542.20,560.02,577.90,595.77,613.58,631.32,648.97,666.52,683.98,701.29,M,NS,00,0000,00,19000101
109PMN,20,06,718.39,735.19,751.68,767.76,783.35,798.35,812.65,826.12,838.69,850.36,M,NS,00,0000,00,19000101
109PMN,20,07,861.19,871.33,881.06,890.73,900.92,912.55,926.16,943.22,966.27,1000.00,M,NS,00,0000,00,19000101
109PMN,21,00,.00,4.91,10.02,15.33,20.82,26.64,32.71,39.04,45.65,52.53,M,NS,00,0000,00,19000101
109PMN,21,01,59.63,66.96,74.48,82.16,90.01,98.00,106.17,114.52,123.11,131.96,M,NS,00,0000,00,19000101
109PMN,21,02,141.06,150.41,160.02,169.91,180.14,190.67,201.54,212.75,224.31,236.21,M,NS,00,0000,00,19000101
109PMN,21,03,248.42,260.94,273.74,286.83,300.24,313.99,328.12,342.64,357.54,372.81,M,NS,00,0000,00,19000101
109PMN,21,04,388.39,404.24,420.35,436.71,453.31,470.16,487.27,504.63,522.22,540.00,M,NS,00,0000,00,19000101
109PMN,21,05,557.91,575.87,593.82,611.72,629.54,647.27,664.90,682.44,699.83,717.01,M,NS,00,0000,00,19000101
109PMN,21,06,733.89,750.45,766.61,782.27,797.34,811.70,825.24,837.87,849.59,860.47,M,NS,00,0000,00,19000101
109PMN,21,07,870.66,880.44,890.15,900.39,912.08,925.76,942.91,966.09,1000.00,,M,NS,00,0000,00,19000101
109PMN,22,00,.00,5.14,10.47,15.99,21.84,27.93,34.30,40.94,47.85,54.98,M,NS,00,0000,00,19000101
109PMN,22,01,62.35,69.91,77.63,85.52,93.55,101.75,110.14,118.77,127.67,136.81,M,NS,00,0000,00,19000101
109PMN,22,02,146.21,155.87,165.81,176.08,186.66,197.59,208.85,220.47,232.43,244.70,M,NS,00,0000,00,19000101
109PMN,22,03,257.27,270.13,283.29,296.76,310.59,324.78,339.37,354.35,369.69,385.34,M,NS,00,0000,00,19000101
109PMN,22,04,401.27,417.46,433.89,450.58,467.51,484.70,502.15,519.82,537.69,555.68,M,NS,00,0000,00,19000101
109PMN,22,05,573.73,591.77,609.76,627.66,645.47,663.19,680.82,698.29,715.55,732.52,M,NS,00,0000,00,19000101
109PMN,22,06,749.16,765.40,781.14,796.28,810.71,824.31,837.00,848.78,859.71,869.96,M,NS,00,0000,00,19000101
109PMN,22,07,879.78,889.54,899.84,911.59,925.34,942.59,965.89,1000.00,,,M,NS,00,0000,00,19000101
109PMN,23,00,.00,5.36,10.91,16.79,22.91,29.31,35.99,42.93,50.10,57.51,M,NS,00,0000,00,19000101
109PMN,23,01,65.10,72.86,80.79,88.86,97.10,105.54,114.21,123.15,132.34,141.79,M,NS,00,0000,00,19000101
109PMN,23,02,151.49,161.48,171.81,182.45,193.43,204.75,216.42,228.44,240.78,253.41,M,NS,00,0000,00,19000101
109PMN,23,03,266.34,279.56,293.11,307.00,321.27,335.93,350.98,366.40,382.13,398.14,M,NS,00,0000,00,19000101
109PMN,23,04,414.41,430.93,447.70,464.72,482.00,499.53,517.30,535.26,553.34,571.48,M,NS,00,0000,00,19000101
109PMN,23,05,589.61,607.69,625.68,643.59,661.40,679.11,696.67,714.02,731.07,747.80,M,NS,00,0000,00,19000101
109PMN,23,06,764.12,779.94,795.16,809.66,823.34,836.09,847.93,858.92,869.22,879.09,M,NS,00,0000,00,19000101
109PMN,23,07,888.90,899.26,911.07,924.90,942.25,965.69,1000.00,,,,M,NS,00,0000,00,19000101
109PMN,24,00,.00,5.58,11.49,17.65,24.08,30.79,37.77,44.98,52.42,60.06,M,NS,00,0000,00,19000101
109PMN,24,01,67.86,75.83,83.94,92.23,100.71,109.43,118.41,127.66,137.15,146.91,M,NS,00,0000,00,19000101
109PMN,24,02,156.95,167.33,178.02,189.06,200.45,212.18,224.26,236.66,249.37,262.36,M,NS,00,0000,00,19000101
109PMN,24,03,275.66,289.27,303.24,317.58,332.32,347.45,362.95,378.77,394.86,411.22,M,NS,00,0000,00,19000101
109PMN,24,04,427.83,444.68,461.79,479.17,496.79,514.65,532.70,550.88,569.12,587.35,M,NS,00,0000,00,19000101
109PMN,24,05,605.52,623.61,641.61,659.51,677.32,694.97,712.42,729.56,746.37,762.78,M,NS,00,0000,00,19000101
109PMN,24,06,778.68,793.98,808.56,822.31,835.13,847.04,858.08,868.44,878.37,888.24,M,NS,00,0000,00,19000101
109PMN,24,07,898.65,910.53,924.44,941.89,965.47,1000.00,,,,,M,NS,00,0000,00,19000101
109PMN,25,00,.00,5.94,12.13,18.60,25.35,32.37,39.61,47.10,54.78,62.62,M,NS,00,0000,00,19000101
109PMN,25,01,70.64,78.80,87.13,95.65,104.42,113.46,122.75,132.29,142.11,152.21,M,NS,00,0000,00,19000101
109PMN,25,02,162.64,173.40,184.50,195.94,207.74,219.89,232.36,245.13,258.20,271.57,M,NS,00,0000,00,19000101
109PMN,25,03,285.26,299.30,313.72,328.54,343.76,359.34,375.25,391.43,407.88,424.58,M,NS,00,0000,00,19000101
109PMN,25,04,441.53,458.73,476.20,493.92,511.88,530.03,548.31,566.65,584.98,603.25,M,NS,00,0000,00,19000101
109PMN,25,05,621.44,639.54,657.54,675.44,693.20,710.74,727.97,744.88,761.38,777.37,M,NS,00,0000,00,19000101
109PMN,25,06,792.75,807.41,821.24,834.13,846.10,857.21,867.62,877.61,887.53,898.01,M,NS,00,0000,00,19000101
109PMN,25,07,909.96,923.96,941.52,965.25,1000.00,,,,,,M,NS,00,0000,00,19000101
109PMN,26,00,.00,6.22,12.73,19.52,26.58,33.87,41.40,49.12,57.01,65.07,M,NS,00,0000,00,19000101
109PMN,26,01,73.28,81.66,90.23,99.06,108.14,117.49,127.09,136.96,147.12,157.62,M,NS,00,0000,00,19000101
109PMN,26,02,168.44,179.60,191.11,202.98,215.20,227.75,240.59,253.74,267.18,280.95,M,NS,00,0000,00,19000101
109PMN,26,03,295.08,309.59,324.50,339.80,355.48,371.48,387.75,404.30,421.09,438.14,M,NS,00,0000,00,19000101
109PMN,26,04,455.45,473.02,490.84,508.91,527.17,545.56,564.00,582.44,600.81,619.11,M,NS,00,0000,00,19000101
109PMN,26,05,637.32,655.43,673.44,691.29,708.94,726.27,743.28,759.87,775.96,791.43,M,NS,00,0000,00,19000101
109PMN,26,06,806.18,820.09,833.06,845.10,856.28,866.75,876.80,886.78,897.32,909.35,M,NS,00,0000,00,19000101
109PMN,26,07,923.44,941.11,965.01,1000.00,,,,,,,M,NS,00,0000,00,19000101
109PMN,27,00,.00,6.55,13.38,20.48,27.81,35.39,43.16,51.10,59.21,67.47,M,NS,00,0000,00,19000101
109PMN,27,01,75.90,84.53,93.40,102.55,111.95,121.61,131.55,141.77,152.33,163.21,M,NS,00,0000,00,19000101
109PMN,27,02,174.44,186.03,197.97,210.27,222.89,235.81,249.04,262.57,276.42,290.63,M,NS,00,0000,00,19000101
109PMN,27,03,305.23,320.23,335.63,351.40,367.50,383.88,400.52,417.42,434.58,451.99,M,NS,00,0000,00,19000101
109PMN,27,04,469.67,487.60,505.78,524.15,542.65,561.21,579.76,598.25,616.66,634.98,M,NS,00,0000,00,19000101
109PMN,27,05,653.20,671.32,689.29,707.04,724.48,741.59,758.29,774.48,790.05,804.89,M,NS,00,0000,00,19000101
109PMN,27,06,818.88,831.93,844.05,855.29,865.83,875.94,885.99,896.60,908.71,922.89,M,NS,00,0000,00,19000101
109PMN,27,07,940.69,964.76,1000.00,,,,,,,,M,NS,00,0000,00,19000101
109PMN,28,00,.00,6.87,14.02,21.41,29.03,36.85,44.84,53.00,61.32,69.80,M,NS,00,0000,00,19000101
109PMN,28,01,78.49,87.42,96.62,106.09,115.81,125.81,136.10,146.73,157.68,168.99,M,NS,00,0000,00,19000101
109PMN,28,02,180.65,192.66,205.04,217.74,230.75,244.06,257.68,271.62,285.93,300.62,M,NS,00,0000,00,19000101
109PMN,28,03,315.72,331.22,347.09,363.29,379.78,396.53,413.54,430.80,448.33,466.12,M,NS,00,0000,00,19000101
109PMN,28,04,484.17,502.47,520.96,539.58,558.26,576.93,595.54,614.07,632.50,650.84,M,NS,00,0000,00,19000101
109PMN,28,05,669.08,687.16,705.03,722.59,739.81,756.61,772.91,788.58,803.51,817.59,M,NS,00,0000,00,19000101
109PMN,28,06,830.73,842.93,854.25,864.86,875.04,885.15,895.83,908.03,922.31,940.24,M,NS,00,0000,00,19000101
109PMN,28,07,964.49,1000.00,,,,,,,,,M,NS,00,0000,00,19000101
109PMN,29,00,.00,7.20,14.63,22.31,30.18,38.23,46.44,54.81,63.36,72.10,M,NS,00,0000,00,19000101
109PMN,29,01,81.09,90.36,99.89,109.68,119.74,130.10,140.80,151.83,163.22,174.95,M,NS,00,0000,00,19000101
109PMN,29,02,187.05,199.51,212.30,225.40,238.80,252.51,266.55,280.95,295.74,310.95,M,NS,00,0000,00,19000101
109PMN,29,03,326.55,342.53,358.84,375.44,392.31,409.43,426.81,444.46,462.37,480.55,M,NS,00,0000,00,19000101
109PMN,29,04,498.97,517.58,536.33,555.13,573.93,592.67,611.32,629.89,648.35,666.71,M,NS,00,0000,00,19000101
109PMN,29,05,684.92,702.91,720.58,737.92,754.84,771.25,787.02,802.06,816.24,829.46,M,NS,00,0000,00,19000101
109PMN,29,06,841.75,853.14,863.83,874.08,884.27,895.02,907.31,921.70,939.77,964.21,M,NS,00,0000,00,19000101
109PMN,29,07,1000.00,,,,,,,,,,M,NS,00,0000,00,19000101
109PMN,30,00,.00,7.49,15.22,23.15,31.25,39.53,47.95,56.56,65.37,74.42,M,NS,00,0000,00,19000101
109PMN,30,01,83.76,93.35,103.21,113.35,123.78,134.56,145.66,157.13,168.95,181.14,M,NS,00,0000,00,19000101
109PMN,30,02,193.69,206.57,219.76,233.25,247.06,261.20,275.70,290.60,305.91,321.63,M,NS,00,0000,00,19000101
109PMN,30,03,337.72,354.15,370.87,387.85,405.10,422.61,440.38,458.42,476.72,495.27,M,NS,00,0000,00,19000101
109PMN,30,04,514.02,532.90,551.84,570.77,589.64,608.43,627.13,645.72,664.21,682.55,M,NS,00,0000,00,19000101
109PMN,30,05,700.67,718.47,735.94,752.97,769.49,785.38,800.53,814.81,828.13,840.50,M,NS,00,0000,00,19000101
109PMN,30,06,851.98,862.74,873.07,883.33,894.17,906.55,921.06,939.27,963.91,1000.00,M,NS,00,0000,00,19000101
109PMN,31,00,.00,7.79,15.78,23.94,32.28,40.77,49.44,58.31,67.43,76.83,M,NS,00,0000,00,19000101
109PMN,31,01,86.50,96.43,106.65,117.15,128.01,139.20,150.75,162.66,174.94,187.58,M,NS,00,0000,00,19000101
109PMN,31,02,200.55,213.85,227.44,241.35,255.59,270.21,285.22,300.64,316.47,332.69,M,NS,00,0000,00,19000101
109PMN,31,03,349.24,366.07,383.19,400.56,418.20,436.10,454.27,472.72,491.40,510.29,M,NS,00,0000,00,19000101
109PMN,31,04,529.31,548.39,567.46,586.47,605.40,624.23,642.97,661.60,680.07,698.32,M,NS,00,0000,00,19000101
109PMN,31,05,716.25,733.85,751.02,767.66,783.67,798.93,813.31,826.73,839.19,850.76,M,NS,00,0000,00,19000101
109PMN,31,06,861.60,872.01,882.36,893.28,905.76,920.38,938.75,963.60,1000.00,,M,NS,00,0000,00,19000101
109PMN,32,00,.00,8.05,16.28,24.68,33.23,41.97,50.91,60.10,69.58,79.32,M,NS,00,0000,00,19000101
109PMN,32,01,89.33,99.62,110.21,121.15,132.43,144.07,156.07,168.44,181.18,194.25,M,NS,00,0000,00,19000101
109PMN,32,02,207.65,221.35,235.36,249.72,264.44,279.57,295.11,311.06,327.40,344.08,M,NS,00,0000,00,19000101
109PMN,32,03,361.05,378.29,395.80,413.57,431.61,449.93,468.51,487.35,506.38,525.55,M,NS,00,0000,00,19000101
109PMN,32,04,544.77,563.99,583.15,602.22,621.20,640.08,658.85,677.47,695.86,713.93,M,NS,00,0000,00,19000101
109PMN,32,05,731.67,748.96,765.74,781.87,797.24,811.74,825.26,837.83,849.48,860.41,M,NS,00,0000,00,19000101
109PMN,32,06,870.90,881.33,892.34,904.92,919.67,938.20,963.27,1000.00,,,M,NS,00,0000,00,19000101
109PMN,33,00,.00,8.29,16.76,25.38,34.19,43.20,52.47,62.02,71.84,81.93,M,NS,00,0000,00,19000101
109PMN,33,01,92.30,102.97,114.00,125.37,137.10,149.20,161.67,174.51,187.69,201.19,M,NS,00,0000,00,19000101
109PMN,33,02,215.00,229.13,243.60,258.44,273.68,289.35,305.43,321.90,338.71,355.81,M,NS,00,0000,00,19000101
109PMN,33,03,373.20,390.85,408.76,426.94,445.41,464.14,483.12,502.30,521.63,541.01,M,NS,00,0000,00,19000101
109PMN,33,04,560.38,579.69,598.91,618.04,637.07,656.00,674.76,693.30,711.52,729.39,M,NS,00,0000,00,19000101
109PMN,33,05,746.83,763.73,779.99,795.49,810.11,823.74,836.40,848.15,859.17,869.74,M,NS,00,0000,00,19000101
109PMN,33,06,880.26,891.37,904.06,918.94,937.63,962.93,1000.00,,,,M,NS,00,0000,00,19000101
109PMN,34,00,.00,8.54,17.23,26.11,35.20,44.54,54.17,64.07,74.24,84.70,M,NS,00,0000,00,19000101
109PMN,34,01,95.46,106.58,118.04,129.87,142.07,154.64,167.58,180.87,194.48,208.41,M,NS,00,0000,00,19000101
109PMN,34,02,222.65,237.24,252.20,267.57,283.37,299.58,316.19,333.14,350.38,367.91,M,NS,00,0000,00,19000101
109PMN,34,03,385.70,403.76,422.09,440.71,459.59,478.73,498.07,517.55,537.09,556.62,M,NS,00,0000,00,19000101
109PMN,34,04,576.09,595.48,614.76,633.95,653.03,671.95,690.64,709.00,727.02,744.61,M,NS,00,0000,00,19000101
109PMN,34,05,761.65,778.05,793.67,808.41,822.15,834.92,846.77,857.88,868.54,879.15,M,NS,00,0000,00,19000101
109PMN,34,06,890.35,903.16,918.17,937.04,962.57,1000.00,,,,,M,NS,00,0000,00,19000101
109PMN,35,00,.00,8.77,17.72,26.88,36.31,46.02,56.00,66.26,76.81,87.66,M,NS,00,0000,00,19000101
109PMN,35,01,98.87,110.43,122.36,134.66,147.34,160.39,173.79,187.52,201.56,215.93,M,NS,00,0000,00,19000101
109PMN,35,02,230.64,245.73,261.23,277.16,293.51,310.25,327.34,344.73,362.41,380.35,M,NS,00,0000,00,19000101
109PMN,35,03,398.57,417.06,435.83,454.87,474.17,493.68,513.32,533.03,552.72,572.36,M,NS,00,0000,00,19000101
109PMN,35,04,591.91,611.36,630.71,649.95,669.03,687.88,706.40,724.57,742.30,759.49,M,NS,00,0000,00,19000101
109PMN,35,05,776.02,791.78,806.64,820.50,833.38,845.33,856.54,867.30,878.00,889.30,M,NS,00,0000,00,19000101
109PMN,35,06,902.22,917.38,936.42,962.20,1000.00,,,,,,M,NS,00,0000,00,19000101
109PMN,36,00,.00,9.03,18.27,27.78,37.57,47.65,57.99,68.63,79.58,90.89,M,NS,00,0000,00,19000101
109PMN,36,01,102.54,114.58,126.98,139.77,152.94,166.46,180.30,194.47,208.96,223.80,M,NS,00,0000,00,19000101
109PMN,36,02,239.02,254.65,270.72,287.21,304.11,321.35,338.89,356.72,374.82,393.19,M,NS,00,0000,00,19000101
109PMN,36,03,411.84,430.77,449.98,469.45,489.13,508.94,528.82,548.69,568.49,588.21,M,NS,00,0000,00,19000101
109PMN,36,04,607.83,627.35,646.75,666.00,685.01,703.70,722.03,739.91,757.25,773.93,M,NS,00,0000,00,19000101
109PMN,36,05,789.83,804.82,818.80,831.79,843.84,855.15,866.01,876.80,888.21,901.25,M,NS,00,0000,00,19000101
109PMN,36,06,916.55,935.78,961.82,1000.00,,,,,,,M,NS,00,0000,00,19000101
109PMN,37,00,.00,9.32,18.91,28.80,38.96,49.40,60.13,71.17,82.59,94.35,M,NS,00,0000,00,19000101
109PMN,37,01,106.49,119.01,131.91,145.20,158.84,172.81,187.10,201.72,216.69,232.05,M,NS,00,0000,00,19000101
109PMN,37,02,247.82,264.03,280.67,297.72,315.11,332.81,350.80,369.06,387.60,406.41,M,NS,00,0000,00,19000101
109PMN,37,03,425.52,444.90,464.54,484.39,504.39,524.44,544.49,564.47,584.37,604.16,M,NS,00,0000,00,19000101
109PMN,37,04,623.85,643.44,662.85,682.04,700.89,719.38,737.43,754.92,771.75,787.79,M,NS,00,0000,00,19000101
109PMN,37,05,802.92,817.03,830.13,842.30,853.71,864.66,875.56,887.08,900.24,915.70,M,NS,00,0000,00,19000101
109PMN,37,06,935.12,961.42,1000.00,,,,,,,,M,NS,00,0000,00,19000101
109PMN,38,00,.00,9.68,19.65,29.91,40.44,51.28,62.42,73.94,85.81,98.07,M,NS,00,0000,00,19000101
109PMN,38,01,110.70,123.72,137.13,150.90,165.00,179.42,194.17,209.28,224.78,240.71,M,NS,00,0000,00,19000101
109PMN,38,02,257.07,273.86,291.06,308.62,326.48,344.63,363.07,381.77,400.76,420.05,M,NS,00,0000,00,19000101
109PMN,38,03,439.61,459.43,479.47,499.65,519.89,540.12,560.29,580.36,600.34,620.22,M,NS,00,0000,00,19000101
109PMN,38,04,639.98,659.58,678.94,697.96,716.63,734.84,752.50,769.48,785.67,800.94,M,NS,00,0000,00,19000101
109PMN,38,05,815.18,828.41,840.69,852.21,863.26,874.27,885.90,899.20,914.80,934.43,M,NS,00,0000,00,19000101
109PMN,38,06,961.01,1000.00,,,,,,,,,M,NS,00,0000,00,19000101
109PMN,39,00,.00,10.07,20.42,31.06,42.00,53.25,64.88,76.86,89.23,101.99,M,NS,00,0000,00,19000101
109PMN,39,01,115.14,128.68,142.57,156.81,171.37,186.27,201.52,217.17,233.25,249.76,M,NS,00,0000,00,19000101
109PMN,39,02,266.72,284.09,301.81,319.84,338.17,356.78,375.67,394.84,414.31,434.06,M,NS,00,0000,00,19000101
109PMN,39,03,454.07,474.30,494.67,515.11,535.53,555.90,576.17,596.34,616.40,636.36,M,NS,00,0000,00,19000101
109PMN,39,04,656.14,675.69,694.90,713.74,732.13,749.96,767.11,783.45,798.86,813.24,M,NS,00,0000,00,19000101
109PMN,39,05,826.60,839.00,850.63,861.80,872.91,884.66,898.10,913.87,933.70,960.58,M,NS,00,0000,00,19000101
109PMN,39,06,1000.00,,,,,,,,,,M,NS,00,0000,00,19000101
109PMN,40,00,.00,10.46,21.20,32.25,43.61,55.36,67.46,79.96,92.84,106.12,M,NS,00,0000,00,19000101
109PMN,40,01,119.79,133.83,148.21,162.91,177.96,193.37,209.17,225.41,242.09,259.22,M,NS,00,0000,00,19000101
109PMN,40,02,276.76,294.66,312.87,331.38,350.18,369.26,388.62,408.28,428.23,448.44,M,NS,00,0000,00,19000101
109PMN,40,03,468.87,489.45,510.09,530.72,551.28,571.76,592.13,612.40,632.55,652.53,M,NS,00,0000,00,19000101
109PMN,40,04,672.28,691.68,710.71,729.28,747.29,764.61,781.12,796.69,811.21,824.70,M,NS,00,0000,00,19000101
109PMN,40,05,837.23,848.97,860.26,871.49,883.36,896.94,912.89,932.94,960.12,1000.00,M,NS,00,0000,00,19000101
109PMN,41,00,.00,10.85,22.02,33.50,45.37,57.60,70.22,83.24,96.65,110.47,M,NS,00,0000,00,19000101
109PMN,41,01,124.65,139.18,154.04,169.24,184.81,200.78,217.18,234.04,251.34,269.06,M,NS,00,0000,00,19000101
109PMN,41,02,287.15,305.55,324.26,343.25,362.52,382.09,401.95,422.11,442.53,463.18,M,NS,00,0000,00,19000101
109PMN,41,03,483.97,504.82,525.66,546.44,567.13,587.71,608.19,628.55,648.75,668.69,M,NS,00,0000,00,19000101
109PMN,41,04,688.30,707.53,726.29,744.49,761.99,778.67,794.40,809.07,822.71,835.36,M,NS,00,0000,00,19000101
109PMN,41,05,847.24,858.64,870.00,882.00,895.73,911.86,932.14,959.65,1000.00,,M,NS,00,0000,00,19000101
