MPOLICY,LP,first_benh,seed_date,seed_balance,rule
011002095C,9011002095,20180918,,,NO_PLOAN
011002616C,9011002616,20180109,,,NO_PLOAN
011002664C,9011002664,20180928,,,NO_PLOAN
011003108C,9011003108,20180801,20171001,3783.75,SEED_PRIOR
011005348C,9011005348,20181029,,,NO_PLOAN
011005435C,9011005435,20180209,20171009,5368.11,SEED_PRIOR
011006697C,9011006697,20171113,20161113,588.74,SEED_PRIOR
011008707C,9011008707,20190207,,,NO_PLOAN
011008708C,9011008708,20180115,20171213,13709.85,SEED_PRIOR
011010387C,9011010387,20180126,20171227,4273.54,SEED_PRIOR
011014578C,9011014578,20180216,20171107,5319.96,SEED_PRIOR
011016293C,9011016293,20180313,,,NO_PLOAN
011016527C,9011016527,20180314,,,NO_PLOAN
011017841C,9011017841,20180403,,,NO_PLOAN
011020938C,9011020938,20180702,,,NO_PLOAN
011025405C,9011025405,20180813,,,NO_PLOAN
011025478C,9011025478,20180816,,,NO_PLOAN
011029547C,9011029547,20171201,20161201,2601.72,SEED_PRIOR
011032672C,9011032672,20200312,,,NO_PLOAN
011032897C,9011032897,20230803,,,NO_PLOAN
011032898C,9011032898,20230803,,,NO_PLOAN
011033048C,9011033048,20210603,,,NO_PLOAN
011033576C,9011033576,20231128,20170905,0.0,SEED_PRIOR
011035773C,9011035773,20180305,,,NO_PLOAN
011036041C,9011036041,20180305,,,NO_PLOAN
011036054C,9011036054,20190214,,,NO_PLOAN
011038386C,9011038386,20180418,,,NO_PLOAN
011038645C,9011038645,20210526,,,NO_PLOAN
011039701C,9011039701,20180514,,,NO_PLOAN
011040294C,9011040294,20251201,20251201,38.68,NO_PRIOR_USE_EARLIEST
011040826C,9011040826,20180607,,,NO_PLOAN
011041220C,9011041220,20190114,20150614,0.0,SEED_PRIOR
011041480C,9011041480,20180625,,,NO_PLOAN
011042400C,9011042400,20180116,20170716,2509.0,SEED_PRIOR
011042625C,9011042625,20220101,20090701,63.92,SEED_PRIOR
011042946C,9011042946,20180815,,,NO_PLOAN
011045350C,9011045350,20181101,,,NO_PLOAN
011045768C,9011045768,20180918,20170918,1053.37,SEED_PRIOR
011045769C,9011045769,20180918,20170918,1267.01,SEED_PRIOR
011047682C,9011047682,20181104,20171104,1233.03,SEED_PRIOR
011047683C,9011047683,20181104,20171104,1109.78,SEED_PRIOR
011047684C,9011047684,20181104,20171104,1144.67,SEED_PRIOR
011048543C,9011048543,20181217,,,NO_PLOAN
011048886C,9011048886,20180102,,,NO_PLOAN
011049319C,9011049319,20190108,,,NO_PLOAN
011050114C,9011050114,20180227,,,NO_PLOAN
011050653C,9011050653,20180115,,,NO_PLOAN
011050803C,9011050803,20180110,20170110,896.77,SEED_PRIOR
011050804C,9011050804,20180110,20170110,896.77,SEED_PRIOR
011051323C,9011051323,20180228,,,NO_PLOAN
011051851C,9011051851,20180202,20170815,4835.3,SEED_PRIOR
011052581C,9011052581,20180207,20170210,158.43,SEED_PRIOR
011053076C,9011053076,20180226,,,NO_PLOAN
011053214C,9011053214,20180724,,,NO_PLOAN
011053428C,9011053428,20180108,20171208,1975.93,SEED_PRIOR
011053882C,9011053882,20260320,,,NO_PLOAN
011054606C,9011054606,20180419,,,NO_PLOAN
011057485C,9011057485,20190826,,,NO_PLOAN
011057611C,9011057611,20180514,,,NO_PLOAN
011057904C,9011057904,20180524,20170524,5164.92,SEED_PRIOR
011059421C,9011059421,20180717,20170717,7684.91,SEED_PRIOR
011060621C,9011060621,20180820,,,NO_PLOAN
011060710C,9011060710,20180714,20170714,3474.08,SEED_PRIOR
011061046C,9011061046,20180716,,,NO_PLOAN
011061607C,9011061607,20180202,20171109,2386.02,SEED_PRIOR
011061723C,9011061723,20250301,20250301,18.52,NO_PRIOR_USE_EARLIEST
011063691C,9011063691,20180917,,,NO_PLOAN
011066023C,9011066023,20180101,20170101,423.84,SEED_PRIOR
011066252C,9011066252,20181203,,,NO_PLOAN
011067410C,9011067410,20180104,,,NO_PLOAN
011067789C,9011067789,20180118,,,NO_PLOAN
011068652C,9011068652,20211007,,,NO_PLOAN
011068750C,9011068750,20180301,20170301,915.46,SEED_PRIOR
011068751C,9011068751,20180301,20170301,812.46,SEED_PRIOR
011069093C,9011069093,20180109,,,NO_PLOAN
011069253C,9011069253,20220411,,,NO_PLOAN
011069610C,9011069610,20260220,,,NO_PLOAN
011071018C,9011071018,20180402,,,NO_PLOAN
011072813C,9011072813,20180625,,,NO_PLOAN
011074929C,9011074929,20191220,,,NO_PLOAN
011075278C,9011075278,20180727,,,NO_PLOAN
011075595C,9011075595,20180727,20170727,2480.86,SEED_PRIOR
011075596C,9011075596,20180727,20170727,817.35,SEED_PRIOR
011075754C,9011075754,20180803,20170821,968.19,SEED_PRIOR
011075863C,9011075863,20180826,20170826,1190.98,SEED_PRIOR
011077629C,9011077629,20180921,,,NO_PLOAN
011077798C,9011077798,20181203,,,NO_PLOAN
011078262C,9011078262,20181002,20171002,2006.24,SEED_PRIOR
011078437C,9011078437,20180803,,,NO_PLOAN
011078891C,9011078891,20180121,20171021,145.28,SEED_PRIOR
011080481C,9011080481,20191203,,,NO_PLOAN
011081463C,9011081463,20180106,20170106,2554.34,SEED_PRIOR
011081464C,9011081464,20180201,20170201,1783.75,SEED_PRIOR
011081465C,9011081465,20180111,20170111,591.02,SEED_PRIOR
011082681C,9011082681,20180201,20150501,174.91,SEED_PRIOR
011083619C,9011083619,20230120,,,NO_PLOAN
011085421C,9011085421,20180402,,,NO_PLOAN
011085559C,9011085559,20180308,,,NO_PLOAN
011085737C,9011085737,20180312,,,NO_PLOAN
011086709C,9011086709,20180402,,,NO_PLOAN
011086978C,9011086978,20180402,,,NO_PLOAN
011086979C,9011086979,20180406,,,NO_PLOAN
011087127C,9011087127,20180407,20170407,5890.23,SEED_PRIOR
011087128C,9011087128,20180110,20171212,4553.79,SEED_PRIOR
011087230C,9011087230,20180412,20170501,1688.26,SEED_PRIOR
011089397C,9011089397,20180102,20171201,7.97,SEED_PRIOR
011092549C,9011092549,20171109,20171009,290.16,SEED_PRIOR
011095330C,9011095330,20180108,20171208,5677.92,SEED_PRIOR
011095851C,9011095851,20180110,20171211,1386.87,SEED_PRIOR
011096068C,9011096068,20180901,20170901,3256.73,SEED_PRIOR
011100907C,9011100907,20200101,20200101,71.49,NO_PRIOR_USE_EARLIEST
011101578C,9011101578,20171229,20171228,772.01,SEED_PRIOR
011102270C,9011102270,20171117,20171017,13669.12,SEED_PRIOR
011102551C,9011102551,20180101,20180101,136.0,NO_PRIOR_USE_EARLIEST
011104064C,9011104064,20180118,20170122,109.22,SEED_PRIOR
011105008C,9011105008,20180105,20171206,1759.25,SEED_PRIOR
011105232C,9011105232,20180207,20170207,4686.76,SEED_PRIOR
011105385C,9011105385,20180815,20180815,8.25,NO_PRIOR_USE_EARLIEST
011105386C,9011105386,20180815,20180815,6.87,NO_PRIOR_USE_EARLIEST
011105523C,9011105523,20180213,20170217,2160.12,SEED_PRIOR
011105839C,9011105839,20180220,20170220,4213.39,SEED_PRIOR
011106598C,9011106598,20180202,20170207,2033.16,SEED_PRIOR
011107137C,9011107137,20210515,20210515,8.52,NO_PRIOR_USE_EARLIEST
011107796C,9011107796,20180319,,,NO_PLOAN
011109446C,9011109446,20180501,20170717,16097.48,SEED_PRIOR
011109994C,9011109994,20180601,20170601,9639.67,SEED_PRIOR
011113250C,9011113250,20180620,20170620,3791.79,SEED_PRIOR
011114096C,9011114096,20180601,20180601,1500.0,NO_PRIOR_USE_EARLIEST
011114950C,9011114950,20180712,20170714,689.27,SEED_PRIOR
011118555C,9011118555,20180914,20170914,1006.92,SEED_PRIOR
011118615C,9011118615,20180913,20170913,7369.57,SEED_PRIOR
011122680C,9011122680,20200114,20130114,0.0,SEED_PRIOR
011129276C,9011129276,20230104,20120829,0.0,SEED_PRIOR
011129883C,9011129883,20180105,20171117,207.63,SEED_PRIOR
011130547C,9011130547,20171201,20171101,995.54,SEED_PRIOR
011134001C,9011134001,20210114,,,NO_PLOAN
011134002C,9011134002,20220329,,,NO_PLOAN
011135494C,9011135494,20180405,20170405,6108.51,SEED_PRIOR
011136476C,9011136476,20171231,20171231,3662.29,NO_PRIOR_USE_EARLIEST
011139474C,9011139474,20180601,20170601,11960.65,SEED_PRIOR
011139778C,9011139778,20180314,20170314,399.85,SEED_PRIOR
011140185C,9011140185,20180422,20170328,665.79,SEED_PRIOR
011140516C,9011140516,20180401,20170401,2547.93,SEED_PRIOR
011140652C,9011140652,20180401,20170401,2326.76,SEED_PRIOR
011141382C,9011141382,20180105,20171205,1614.55,SEED_PRIOR
011145429C,9011145429,20180520,20170520,11085.91,SEED_PRIOR
011148847C,9011148847,20180628,20170701,44.07,SEED_PRIOR
011151209C,9011151209,20180805,20170805,6414.42,SEED_PRIOR
011151436C,9011151436,20180808,20170913,6.33,SEED_PRIOR
011152459C,9011152459,20180901,20171011,2465.86,SEED_PRIOR
011152870C,9011152870,20190901,20190901,112.75,NO_PRIOR_USE_EARLIEST
011154752C,9011154752,20181001,20171001,1448.06,SEED_PRIOR
011154852C,9011154852,20180227,20180129,6391.26,SEED_PRIOR
011158068C,9011158068,20181101,20171101,2540.75,SEED_PRIOR
011158069C,9011158069,20181128,20171201,30.6,SEED_PRIOR
011158071C,9011158071,20181128,20171201,26.98,SEED_PRIOR
011160478C,9011160478,20200511,20200511,6.87,NO_PRIOR_USE_EARLIEST
011160479C,9011160479,20200511,20200511,10.75,NO_PRIOR_USE_EARLIEST
011160480C,9011160480,20200511,20200511,9.53,NO_PRIOR_USE_EARLIEST
011162203C,9011162203,20180127,20171027,316.15,SEED_PRIOR
011175485C,9011175485,20180422,20170422,169.99,SEED_PRIOR
011177896C,9011177896,20220720,20051214,0.0,SEED_PRIOR
011177899C,9011177899,20240416,20060116,0.05,SEED_PRIOR
011178455C,9011178455,20180227,20170501,1403.69,SEED_PRIOR
011179153C,9011179153,20171108,20171008,2784.94,SEED_PRIOR
011179371C,9011179371,20180122,20170607,55.3,SEED_PRIOR
011181080C,9011181080,20180710,20170710,2707.99,SEED_PRIOR
011183653C,9011183653,20180813,20170813,4885.39,SEED_PRIOR
011183936C,9011183936,20180117,20171204,2478.97,SEED_PRIOR
011184753C,9011184753,20171109,20171009,619.49,SEED_PRIOR
011185002C,9011185002,20171101,20171001,1513.59,SEED_PRIOR
011185059C,9011185059,20180128,20171028,2379.41,SEED_PRIOR
011185375C,9011185375,20190213,20190213,67.43,NO_PRIOR_USE_EARLIEST
011185943C,9011185943,20171201,20171101,2511.88,SEED_PRIOR
011185944C,9011185944,20171110,20171010,11.76,SEED_PRIOR
011187300C,9011187300,20180120,20170120,2797.32,SEED_PRIOR
011188288C,9011188288,20180104,20170109,265.22,SEED_PRIOR
011189530C,9011189530,20180302,20170315,79.66,SEED_PRIOR
011189851C,9011189851,20171102,20171002,645.17,SEED_PRIOR
011190146C,9011190146,20180403,20170403,7873.98,SEED_PRIOR
011190388C,9011190388,20230323,20230323,82.5,NO_PRIOR_USE_EARLIEST
011190668C,9011190668,20171217,20170917,421.6,SEED_PRIOR
011191513C,9011191513,20180402,20170402,2955.12,SEED_PRIOR
011191779C,9011191779,20180417,20170417,9444.6,SEED_PRIOR
011191892C,9011191892,20220611,20220611,10.24,NO_PRIOR_USE_EARLIEST
011192121C,9011192121,20180423,20170504,150.42,SEED_PRIOR
011193165C,9011193165,20180622,20170622,2852.55,SEED_PRIOR
011193218C,9011193218,20180207,20180207,5000.0,NO_PRIOR_USE_EARLIEST
011193674C,9011193674,20171107,20171007,1631.13,SEED_PRIOR
011193692C,9011193692,20211001,20211001,53.7,NO_PRIOR_USE_EARLIEST
011194381C,9011194381,20210516,20210516,15.33,NO_PRIOR_USE_EARLIEST
011194729C,9011194729,20250616,20250616,14.5,NO_PRIOR_USE_EARLIEST
011194768C,9011194768,20180201,20170726,3160.81,SEED_PRIOR
011195139C,9011195139,20180104,20170104,5853.89,SEED_PRIOR
011195201C,9011195201,20180101,20170515,4196.26,SEED_PRIOR
011195601C,9011195601,20230215,20230215,92.38,NO_PRIOR_USE_EARLIEST
011195602C,9011195602,20230215,20230215,37.09,NO_PRIOR_USE_EARLIEST
011196134C,9011196134,20200303,20200303,73371.4,NO_PRIOR_USE_EARLIEST
011196444C,9011196444,20171102,20171002,437.12,SEED_PRIOR
011196445C,9011196445,20171102,20171002,434.56,SEED_PRIOR
011197220C,9011197220,20180815,20170815,4914.21,SEED_PRIOR
011197244C,9011197244,20180824,20170824,5440.8,SEED_PRIOR
011197712C,9011197712,20180913,20180913,2000.0,NO_PRIOR_USE_EARLIEST
011197713C,9011197713,20180913,20180913,500.0,NO_PRIOR_USE_EARLIEST
011197714C,9011197714,20180913,20180913,200.0,NO_PRIOR_USE_EARLIEST
011197715C,9011197715,20180913,20180913,500.0,NO_PRIOR_USE_EARLIEST
011197716C,9011197716,20180913,20180913,500.0,NO_PRIOR_USE_EARLIEST
011198043C,9011198043,20191125,20170720,0.0,SEED_PRIOR
011198246C,9011198246,20180216,20171201,2110.22,SEED_PRIOR
011198305C,9011198305,20181215,20171215,2028.19,SEED_PRIOR
011198306C,9011198306,20181215,20171215,1859.04,SEED_PRIOR
011198765C,9011198765,20180401,20170401,13984.0,SEED_PRIOR
011198799C,9011198799,20180129,20171228,906.3,SEED_PRIOR
011198845C,9011198845,20180401,20170501,3092.46,SEED_PRIOR
011198871C,9011198871,20251214,20251214,76.2,NO_PRIOR_USE_EARLIEST
011198951C,9011198951,20180403,20170407,26.74,SEED_PRIOR
011198997C,9011198997,20171228,20170628,1413.59,SEED_PRIOR
011199549C,9011199549,20180501,20170510,110.44,SEED_PRIOR
011199612C,9011199612,20180105,20171205,441.99,SEED_PRIOR
011200008C,9011200008,20180101,20171001,16720.0,SEED_PRIOR
011200012C,9011200012,20250401,20250401,50.18,NO_PRIOR_USE_EARLIEST
011200196C,9011200196,20180117,20171218,4196.41,SEED_PRIOR
011200570C,9011200570,20181101,20171101,3389.0,SEED_PRIOR
011200673C,9011200673,20240825,20240825,102.25,NO_PRIOR_USE_EARLIEST
011200872C,9011200872,20180907,20170907,6711.24,SEED_PRIOR
011202381C,9011202381,20180112,20171212,1901.46,SEED_PRIOR
011203371C,9011203371,20171113,20171013,2310.1,SEED_PRIOR
011203455C,9011203455,20180213,20170213,2198.11,SEED_PRIOR
011203456C,9011203456,20180213,20170213,3308.86,SEED_PRIOR
011203598C,9011203598,20171105,20171005,1323.09,SEED_PRIOR
011205919C,9011205919,20180130,20180130,2500.0,NO_PRIOR_USE_EARLIEST
011206410C,9011206410,20171120,20171020,392.86,SEED_PRIOR
011206644C,9011206644,20171201,20171101,242.99,SEED_PRIOR
011207112C,9011207112,20180101,20171001,321.99,SEED_PRIOR
011207113C,9011207113,20171124,20170924,1211.49,SEED_PRIOR
011207114C,9011207114,20180101,20171001,334.04,SEED_PRIOR
011207115C,9011207115,20180101,20171001,335.36,SEED_PRIOR
011207116C,9011207116,20180101,20171001,216.59,SEED_PRIOR
011207117C,9011207117,20180101,20171001,163.16,SEED_PRIOR
011207222C,9011207222,20180906,20180906,51.6,NO_PRIOR_USE_EARLIEST
011208332C,9011208332,20190905,20190905,8.61,NO_PRIOR_USE_EARLIEST
011208787C,9011208787,20181216,20171216,11064.15,SEED_PRIOR
011209064C,9011209064,20180104,20170105,165.6,SEED_PRIOR
011209262C,9011209262,20180107,20171211,2565.04,SEED_PRIOR
011209469C,9011209469,20180404,20180404,10000.0,NO_PRIOR_USE_EARLIEST
011209916C,9011209916,20180226,20170826,833.2,SEED_PRIOR
011210149C,9011210149,20180226,20170320,1097.01,SEED_PRIOR
011210611C,9011210611,20171122,20170919,0.0,SEED_PRIOR
011210768C,9011210768,20180301,20170301,1849.61,SEED_PRIOR
011210769C,9011210769,20180301,20170301,950.15,SEED_PRIOR
011211134C,9011211134,20180410,20170610,10.16,SEED_PRIOR
011211323C,9011211323,20200214,20200214,4300.0,NO_PRIOR_USE_EARLIEST
011211324C,9011211324,20260423,20260423,142.5,NO_PRIOR_USE_EARLIEST
011211325C,9011211325,20260424,20260424,142.5,NO_PRIOR_USE_EARLIEST
011211326C,9011211326,20180105,20171205,8829.11,SEED_PRIOR
011212339C,9011212339,20240501,20240501,94.6,NO_PRIOR_USE_EARLIEST
011212602C,9011212602,20180131,20171207,10198.44,SEED_PRIOR
011213043C,9011213043,20210605,20170605,0.0,SEED_PRIOR
011214223C,9011214223,20171124,20171024,6950.76,SEED_PRIOR
011214731C,9011214731,20180706,20170806,5056.5,SEED_PRIOR
011215024C,9011215024,20180924,20180924,20000.0,NO_PRIOR_USE_EARLIEST
011215080C,9011215080,20171121,20171021,886.48,SEED_PRIOR
011215081C,9011215081,20171121,20171021,886.48,SEED_PRIOR
011215550C,9011215550,20171227,20171220,1185.04,SEED_PRIOR
011216498C,9011216498,20171201,20171101,899.61,SEED_PRIOR
011219517C,9011219517,20171113,20171013,6039.79,SEED_PRIOR
011220928C,9011220928,20171101,20170901,0.0,SEED_PRIOR
011221209C,9011221209,20230410,20230410,1600.0,NO_PRIOR_USE_EARLIEST
011221211C,9011221211,20181203,20181203,4300.0,NO_PRIOR_USE_EARLIEST
011221537C,9011221537,20180228,20170228,3338.74,SEED_PRIOR
011224556C,9011224556,20250620,20250620,24.05,NO_PRIOR_USE_EARLIEST
011225015C,9011225015,20180417,20180417,1500.0,NO_PRIOR_USE_EARLIEST
011225793C,9011225793,20190212,20190212,10000.0,NO_PRIOR_USE_EARLIEST
011226273C,9011226273,20180122,20171220,1159.07,SEED_PRIOR
011226579C,9011226579,20180501,20171101,370.26,SEED_PRIOR
011227429C,9011227429,20210903,20210903,22.6,NO_PRIOR_USE_EARLIEST
011227604C,9011227604,20171231,20171127,1723.19,SEED_PRIOR
011229737C,9011229737,20180703,20170731,25.33,SEED_PRIOR
011229738C,9011229738,20180703,20170731,29.61,SEED_PRIOR
011230767C,9011230767,20180125,20171225,8008.11,SEED_PRIOR
011232775C,9011232775,20180728,20170728,239.24,SEED_PRIOR
011232776C,9011232776,20180728,20170728,239.24,SEED_PRIOR
011235627C,9011235627,20180212,20171113,4092.71,SEED_PRIOR
011240164C,9011240164,20180827,20171204,2931.87,SEED_PRIOR
011243732C,9011243732,20181118,20171118,1484.75,SEED_PRIOR
011244378C,9011244378,20181118,20171206,407.78,SEED_PRIOR
011246246C,9011246246,20181204,20171204,4697.81,SEED_PRIOR
011249830C,9011249830,20180101,20171101,634.89,SEED_PRIOR
011249831C,9011249831,20180101,20171101,637.64,SEED_PRIOR
011250566C,9011250566,20171021,20170927,1425.08,SEED_PRIOR
011250919C,9011250919,20221207,20221207,4000.0,NO_PRIOR_USE_EARLIEST
011251166C,9011251166,20171201,20171101,2164.85,SEED_PRIOR
011251167C,9011251167,20171201,20171101,2164.85,SEED_PRIOR
011253007C,9011253007,20180406,20170415,178.84,SEED_PRIOR
011255665C,9011255665,20180101,20171001,45.2,SEED_PRIOR
011257022C,9011257022,20190904,20190904,3400.0,NO_PRIOR_USE_EARLIEST
011257037C,9011257037,20180125,20171227,7834.29,SEED_PRIOR
011257043C,9011257043,20180712,20180712,5000.0,NO_PRIOR_USE_EARLIEST
011257863C,9011257863,20180601,20170601,4413.39,SEED_PRIOR
011261640C,9011261640,20220515,20220515,53.07,NO_PRIOR_USE_EARLIEST
011262630C,9011262630,20180108,20171208,3373.94,SEED_PRIOR
011262631C,9011262631,20180108,20171208,2728.85,SEED_PRIOR
011262825C,9011262825,20180801,20170821,1002.88,SEED_PRIOR
011263126C,9011263126,20180828,20170828,461.9,SEED_PRIOR
011263483C,9011263483,20180501,20180501,1600.0,NO_PRIOR_USE_EARLIEST
011263484C,9011263484,20180501,20180501,2000.0,NO_PRIOR_USE_EARLIEST
011263511C,9011263511,20180803,20170803,76.65,SEED_PRIOR
011264015C,9011264015,20190621,20190621,15.62,NO_PRIOR_USE_EARLIEST
011267253C,9011267253,20171216,20171006,1145.14,SEED_PRIOR
011268761C,9011268761,20181101,20171101,186.39,SEED_PRIOR
011269166C,9011269166,20171110,20170810,89.01,SEED_PRIOR
011269263C,9011269263,20180109,20171211,2614.56,SEED_PRIOR
011269382C,9011269382,20181128,20171212,4617.58,SEED_PRIOR
011271994C,9011271994,20230407,20230407,88.6,NO_PRIOR_USE_EARLIEST
011272310C,9011272310,20200220,20200220,15000.0,NO_PRIOR_USE_EARLIEST
011273881C,9011273881,20180214,20170214,2081.32,SEED_PRIOR
011273882C,9011273882,20180214,20170214,2351.38,SEED_PRIOR
011273928C,9011273928,20211027,20211027,4000.0,NO_PRIOR_USE_EARLIEST
011274754C,9011274754,20171104,20171004,469.65,SEED_PRIOR
011274755C,9011274755,20171104,20171004,469.65,SEED_PRIOR
011275503C,9011275503,20180119,20171212,1816.53,SEED_PRIOR
011283014C,9011283014,20190709,20190709,800.0,NO_PRIOR_USE_EARLIEST
015000171C,9015000171,20180110,20171207,2589.25,SEED_PRIOR
015000181C,9015000181,20180212,20131209,0.0,SEED_PRIOR
015000466C,9015000466,20180107,20171218,2083.23,SEED_PRIOR
