Row_Type,Overall_Result,Check_Name,Check_Result,What_We_Checked,Records_Reviewed,Looked_Fine,Problems_Found,Problem_Detail,When_It_Ran,Run_ID,Data_Folder,Rules_Executed,Rules_Passed,Rules_Failed,Rules_Not_Run,Rules_Error,Data_Conformance_Accuracy_Percent,Data_Conformance_Accuracy_Display,Validation_Guide_File,Validation_Manifest_File
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '967ADB' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '976659' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '977ADB' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '980JPO' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '982JPO' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9896WP' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '996ADB' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9ADB10' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9CDTWP' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9CTRWP' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DIS20' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DIS24' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DIS25' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DIS29' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DIS70' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DIS80' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DIS90' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
PROBLEM,FAILED — problems were found that need attention,ETI Mortality Table Must Exist in QuikQxs,FAILED — problems were found that need attention,Ensure every populated normalized ETIMORT value exists exactly once in QuikQxs.,229,102,127,QuikPlCv plan '9DS24B' contains a blank ETI mortality table.,2026-07-19 10:39:48,DG-20260719_103948_701830,Q:\CSO\CSO_Test_6_30_2026,,,,,,,,,
